	biodynamique_vs_conventional purely mineral fertilization_fold_change_log2	biodynamique_vs_conventional purely mineral fertilization_p_value
3-(1H-indol-3-yl)-2-(methylamino)propanoic acid	0.0672063345121854	0.685380329468249
phenylethanolamine	0.120419125370452	0.27840767291117
catechin	-0.111261799715873	0.525897092475241
N-Carboxyacetyl-D-phenylalanine	0.0960613969787112	0.324402273111785
tryptamine	-0.0691767207352246	0.642813105359027
N-acetyldopamine	-0.13161632294485	0.43522259011851
pipecolic acid	0.2987966074618	0.019897246898731
2-Methyl-4-carboxy-3,4,5,6-tetrahydropyrimidine	0.305588411446381	0.0656926865786628
tryptophan	-0.111638693306078	0.339164565407102
C17-sphinganine	0.174784377342013	0.304816503786402
guanine	-0.206654175406541	0.241432266793587
L-Glutathione (reduced)	0.0436830151430023	0.702659587251412
2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyl-2-oxanyl)oxymethyl]-2-oxanyl]oxy]-1-benzopyran-4-one	-0.190436615675638	0.0503483665797416
[3-carboxy-2-(1-oxohexadecoxy)propyl]-trimethylammonium	0.162237798030015	0.379114178140904
H-gamma-Glu-Tyr-OH	0.276913663514395	0.221276100144575
N-acetylphenylalanine	0.191772663708027	0.281995064835149
methiin	0.157452438946151	0.210208555062259
N-Acetylvanilalanine	0.169925001442312	0.303672704488842
trans-Cinnamoyl b-D-glucoside	-0.275508712880437	0.114460948996192
DIMBOA-Glc	0.270853221556367	0.0570017484660049
3-Methyl-2-[[2,3,4-trihydroxy-5-(hydroxymethyl)oxolan-2-yl]methylamino]pentanoic acid	-0.115344298649058	0.515798962432275
3-aminoadipic acid	0.11286280684817	0.306027772391372
methionine	-0.0918438618775147	0.483869138657803
ACar 18:0	0.26226898941498	0.11716154305344
N-(4-aminobutyl)-3-(4-hydroxyphenyl)propanimidic acid	0.314799994425516	0.0454442336984322
ACar 13:0	0.254829900344242	0.162191987867647
N-acetylhexosamine	0.0367909509359349	0.858426489345926
L-N-(1H-Indol-3-ylacetyl)aspartic acid	0.105372254362912	0.592836399114032
gallic acid	0.217731675740061	0.121604146651421
N-(tetradecanoyl)ethanolamine	-0.146363494988799	0.087133835665572
N-(Ammonioacetyl)tyrosyltyrosylprolylthreonine	-0.141096486385867	0.311643151194929
gamma-glutamylphenylalanine	0.148277521822751	0.431708171008151
9-(methylsulfinyl)nonanoic acid	-0.0863178127122995	0.51528647264136
3',4',5'-Trimethoxytricetin 7-[rhamnosyl-(1->6)-glucoside]	-0.290169547561014	0.00559411588633102
Quercetin 3-(2-galloylglucoside)	0.148479091389958	0.367616559311509
gamma-L-Glutamyl-L-valine	-0.225034414479074	0.0293524746185234
asparagine	0.272230825635157	0.0410841613633492
2-aminooctadecane-1,3-diol	0.0718021497281913	0.610165822138797
