CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
4055	4445	74	0.9819	0.000
4445	4564	74	0.8961	4.006
4445	5570	74	0.974	-0.000
1399	4445	74	0.8963	-4.006
2456	4596	74	0.8631	-0.011
2456	4738	74	0.8232	-24.047
2456	5380	74	0.8595	-0.011
2867	3985	74	0.8684	18.011
4055	4564	74	0.8944	4.006
4564	5570	74	0.8859	-4.006
71	4564	74	0.8746	30.011
1399	4564	74	0.9747	0.000
3041	4564	74	0.8806	19.042
71	1399	74	0.8947	30.011
1399	3041	74	0.895	-19.042
1399	4055	74	0.8962	-4.006
1399	5570	74	0.8915	-4.006
4596	5380	74	0.9909	0.000
1270	4596	74	0.868	14.041
2617	4596	74	0.8102	28.031
71	3041	74	0.9077	10.968
3867	4055	74	0.9137	-23.975
4055	5570	74	0.9762	-0.000
4055	5636	74	0.9119	26.027
3798	5172	74	0.8896	222.235
1270	5380	74	0.8618	14.041
2617	5380	74	0.8058	28.031
3867	4622	74	0.9477	-99.068
647	4622	74	0.9209	14.016
2443	3625	74	0.9574	-17.963
2443	5636	74	0.9076	0.047
5570	5636	74	0.9176	26.027
347	647	74	0.8007	-12.036
347	1924	74	0.8554	1.979
347	2340	74	0.8429	1.979
3867	5570	74	0.913	-23.975
647	1924	74	0.8551	14.016
1924	2340	74	0.9292	0.000
647	1848	74	0.8437	0.984
647	2340	74	0.9181	14.016
565	3312	75	0.9362	0.000
3312	3316	75	0.8915	139.136
565	3316	75	0.8612	139.136
2643	3316	75	0.7118	-7.190
755	806	76	0.8462	0.001
806	4821	76	0.7456	191.057
1240	4821	76	0.7985	45.058
1240	5469	76	0.8075	45.060
1240	5511	76	0.8464	0.000
4821	5511	76	0.8975	-45.058
5469	5511	76	0.8614	-45.060
755	5511	76	0.7593	146.000
4821	5469	76	0.8915	0.002
755	5469	76	0.7783	191.060
755	4821	76	0.8115	191.058
1001	2962	77	0.7228	23.015
328	2962	77	0.8179	-18.010
328	1171	77	0.7533	-23.016
378	3357	78	0.807	-43.006
3357	3536	78	0.7814	57.948
1749	1890	79	1.0	0.000
4257	5599	80	0.7583	86.001
3624	3996	81	0.8432	-0.000
3624	5603	81	0.8241	68.063
3192	3624	81	0.904	-77.048
3192	3996	81	0.8707	-77.048
157	816	81	0.8202	114.032
157	3671	81	0.8344	46.042
157	5603	81	0.8589	132.042
3552	5603	81	0.8293	248.053
3671	5603	81	0.8754	86.000
3552	3671	81	0.8506	162.053
1155	3552	81	0.8538	-265.080
2160	3552	81	0.8922	86.001
2527	3552	81	0.9098	-162.053
1155	2445	81	0.8366	-86.000
1395	2445	81	0.8976	-86.000
1006	1155	81	0.8288	-40.031
1155	1395	81	0.9019	0.000
2160	2527	81	0.8699	248.054
820	2552	83	0.8721	28.031
2552	5379	83	0.8852	-14.015
2552	5617	83	0.8434	-9.984
4281	5617	83	0.8521	-141.019
2342	4281	83	0.864	-0.000
820	5379	83	0.8842	14.016
3687	5421	83	0.8483	-23.999
5379	5421	83	0.8753	2.016
5421	5617	83	0.8927	2.016
3546	3687	83	0.8907	28.032
3687	5379	83	0.8569	-26.015
3687	5617	83	0.8701	-21.984
2342	3364	83	0.8517	-28.032
3329	3364	83	0.8581	-28.032
1022	1789	83	0.8455	28.032
3329	5617	83	0.8607	-141.019
5379	5617	83	0.8848	4.032
1022	5379	83	0.8825	-141.019
2342	5617	83	0.8598	-141.019
4653	5617	83	0.8519	54.047
2336	5617	83	0.8476	-141.019
331	3190	84	0.7423	45.058
331	4964	84	0.7343	45.058
3190	4964	84	0.8439	0.000
4314	4569	86	0.762	2.015
5155	5251	87	0.7135	166.083
382	5155	87	0.7208	-77.977
431	5155	87	0.768	-270.041
1335	5155	87	0.7604	-162.052
1978	5155	87	0.7804	-240.030
382	431	87	0.7996	192.064
431	1335	87	0.8154	-107.989
431	1978	87	0.8859	-30.011
431	2858	87	0.7677	-219.020
431	3672	87	0.7493	-184.014
431	5251	87	0.8058	-103.958
382	1335	87	0.7751	84.075
382	1978	87	0.8621	162.053
382	2858	87	0.826	-26.956
382	3672	87	0.7774	8.050
382	4187	87	0.7229	433.195
382	5251	87	0.7597	88.107
3672	5251	87	0.7257	80.056
1335	3672	87	0.7676	-76.025
1978	3672	87	0.7516	-154.003
2858	3672	87	0.7946	35.006
1978	4187	87	0.7878	271.142
1335	1978	87	0.8265	77.978
1978	2858	87	0.7833	-189.009
1978	5251	87	0.809	-73.946
1335	2858	87	0.7638	-111.031
1335	5251	87	0.7254	4.032
2858	5251	87	0.7608	115.063
769	2595	88	0.7887	-381.142
3626	4172	88	0.8764	0.000
155	3626	88	0.8325	26.016
459	3626	88	0.8167	26.016
1150	2106	88	0.8039	28.032
155	306	88	0.8023	-242.078
155	459	88	0.8663	0.000
155	533	88	0.8079	-122.036
155	1372	88	0.7885	-319.127
155	4172	88	0.8031	26.016
459	4172	88	0.829	26.016
1511	1565	88	0.8056	-0.000
1511	1579	88	0.7997	-77.048
1511	2595	88	0.8426	-139.063
1511	5419	88	0.8262	-77.049
18	2790	88	0.7954	-82.003
5419	5560	88	0.8288	-2.014
1064	5419	88	0.7939	45.983
1435	5419	88	0.813	2.013
1565	5419	88	0.9093	-77.049
1579	5419	88	0.8964	-0.001
2595	5419	88	0.8336	62.014
306	2382	88	0.9162	60.020
533	2382	88	0.8879	-60.022
1372	2382	88	0.8395	137.069
1435	2382	88	0.8811	137.067
2382	5560	88	0.8839	-137.068
5442	5560	88	0.7998	42.011
18	5560	88	0.8322	-35.037
306	5560	88	0.9069	-77.048
533	5560	88	0.8194	-197.090
1372	5560	88	0.866	0.001
1435	5560	88	0.8209	-0.001
573	1372	88	0.7888	-259.106
1064	1579	88	0.7927	45.984
1064	2595	88	0.7945	-16.031
18	2106	88	0.8161	-77.047
2106	5442	88	0.8634	-0.001
18	306	88	0.8422	42.011
306	533	88	0.863	120.043
306	1372	88	0.8256	-77.048
306	1435	88	0.8695	-77.047
306	1565	88	0.7805	2.015
306	5442	88	0.7839	-119.059
18	5442	88	0.9114	-77.048
1435	1579	88	0.787	2.014
1565	1579	88	0.8816	-77.048
1579	2595	88	0.824	-62.015
533	1435	88	0.84	-197.089
1372	1435	88	0.8079	0.002
533	1372	88	0.7953	-197.091
1565	2595	88	0.8214	-139.063
657	1958	91	0.8647	14.016
310	1818	92	0.8016	-46.006
1818	2246	92	0.7666	60.022
1818	2525	92	0.7972	79.990
310	1987	92	0.8592	62.016
1987	2246	92	0.821	-48.000
1987	2525	92	0.8567	-28.032
1987	3181	92	0.7776	-40.031
310	2246	92	0.8735	14.016
2246	2525	92	0.8539	19.968
2246	3181	92	0.8111	7.969
310	3181	92	0.8401	21.984
2525	3181	92	0.8159	-11.999
310	2525	92	0.917	33.984
654	2071	94	0.8151	289.068
1015	2071	94	0.7935	109.005
2071	3726	94	0.835	9.005
654	3726	94	0.7489	298.074
1015	3726	94	0.8407	118.011
2780	3726	94	0.7808	442.115
59	1907	94	0.8123	-18.010
67	1907	94	0.7889	-180.063
967	1907	94	0.7464	-0.000
1907	2465	94	0.754	-144.043
59	67	94	0.7989	162.053
67	251	94	0.8492	18.011
67	1015	94	0.7351	-15.977
67	2581	94	0.7754	-2.016
59	251	94	0.7576	180.064
59	2465	94	0.8366	-162.053
59	3870	94	0.7211	-17.992
59	5513	94	0.7502	-144.042
2465	2669	94	0.8556	-342.115
2542	2780	94	0.8279	342.117
2465	5513	94	0.784	18.010
251	1015	94	0.7013	-33.988
251	2581	94	0.7276	-20.027
654	2780	94	0.7046	-144.041
4934	5539	96	0.7687	-162.055
3876	5081	98	0.8761	15.995
4952	5081	98	0.8793	2.015
5081	5279	98	0.773	-57.058
5081	5647	98	1.0	0.000
2668	5081	98	0.8412	-2.016
3094	5081	98	0.7846	59.072
4026	4352	98	0.7527	-106.988
4352	4952	98	0.8514	164.046
4352	5409	98	0.82	106.992
890	4352	98	0.8738	57.060
3094	4352	98	0.8691	-106.989
4026	4952	98	0.7715	57.058
4952	5279	98	0.7474	-55.043
4952	5647	98	0.8793	2.016
890	4952	98	0.8356	221.106
3067	4952	98	0.8599	-15.996
3094	4952	98	0.8831	57.057
3067	4891	98	0.856	15.995
3876	5647	98	0.8761	15.995
5279	5647	98	0.773	57.058
2668	5647	98	0.8412	-2.016
3094	5647	98	0.7846	59.073
3330	4891	98	0.742	148.053
5336	5409	98	0.7524	-34.001
890	3094	98	0.8613	164.049
3094	4026	98	0.8468	-0.001
3094	5279	98	0.7607	2.014
3094	5409	98	0.723	0.002
444	3876	98	0.8462	-2.017
890	5409	98	0.7557	164.051
890	4026	98	0.771	164.048
444	2668	98	0.8648	15.994
133	228	101	0.9081	41.027
133	314	101	0.9049	41.027
133	1791	101	0.9058	41.027
353	2072	101	0.8401	-18.010
1359	2072	101	0.9354	23.016
2072	2714	101	0.8262	32.923
2072	4871	101	0.9068	-95.970
353	1359	101	0.8297	-41.026
1359	1634	101	0.8237	-31.950
1359	4871	101	0.9558	-72.954
1569	5494	101	0.8696	-18.010
1634	5494	101	0.9114	23.016
228	5262	101	0.809	41.026
314	5262	101	0.7967	41.026
1791	5262	101	0.8425	41.026
225	1858	101	1.0	0.003
1351	1858	101	0.9521	0.004
1634	1858	101	0.9356	15.977
1710	1858	101	0.8789	-41.022
1805	1858	101	0.8369	202.915
1858	2551	101	0.9475	-88.935
1858	2627	101	0.8514	-218.892
1858	4292	101	0.8838	41.022
1858	4561	101	0.9477	-72.958
1858	4692	101	0.8707	41.022
228	314	101	0.9203	-0.000
314	1634	101	0.8018	15.972
314	1791	101	0.9243	0.000
4292	4561	101	0.7969	-113.980
4292	4692	101	0.985	0.000
225	4292	101	0.8838	41.025
353	4292	101	0.7807	-15.977
1351	4292	101	0.8376	41.026
1569	4292	101	0.9275	15.972
1710	4292	101	0.97	0.000
2551	4292	101	0.8266	129.957
225	1351	101	0.9521	-0.001
1351	1634	101	0.8976	-15.973
1351	1710	101	0.8433	41.026
1351	1805	101	0.8387	-202.912
1351	2551	101	0.9204	-88.931
1351	2627	101	0.8347	-218.888
1351	4561	101	0.9406	-72.954
1351	4692	101	0.8217	41.026
225	2551	101	0.9475	-88.932
1710	2551	101	0.8122	-129.957
1805	2551	101	0.9151	113.981
2551	2627	101	0.9387	-129.957
2551	4561	101	0.9641	15.977
2551	4692	101	0.8238	129.957
225	2627	101	0.8514	-218.889
1805	2627	101	0.9577	-15.976
2627	4561	101	0.8946	145.934
225	1634	101	0.9356	-15.974
225	1710	101	0.8789	41.025
225	1805	101	0.8369	-202.913
225	4561	101	0.9477	-72.955
225	4692	101	0.8707	41.025
228	1634	101	0.7973	15.972
1569	1634	101	0.8747	-41.027
1634	1791	101	0.861	-15.971
353	1569	101	0.7876	-31.950
1569	1710	101	0.9068	15.972
1569	4692	101	0.9288	15.972
228	1791	101	0.9296	0.000
353	2714	101	0.8617	14.912
353	4692	101	0.7779	-15.977
4561	4871	101	0.804	15.977
4561	4692	101	0.7909	113.980
1710	4561	101	0.8073	-113.980
1805	4561	101	0.8682	129.958
1710	4692	101	0.9683	0.000
1596	4199	102	0.9533	-42.011
1596	4803	102	0.9407	0.000
4199	4803	102	0.9322	42.011
3351	4803	102	0.88	-42.010
84	2429	105	0.9226	-18.010
1276	2429	105	0.9318	-18.010
1396	2429	105	0.9289	-18.010
1622	2429	105	0.9644	0.000
1882	2429	105	0.9809	0.000
2070	2429	105	0.9771	0.000
2429	2545	105	0.8746	15.995
2429	2609	105	0.9257	18.010
785	2545	105	0.8708	14.015
1864	2545	105	0.9085	162.053
1882	2545	105	0.8744	15.995
2070	2545	105	0.8765	15.995
84	1276	105	0.9738	0.000
1276	1396	105	0.9821	-0.000
1276	1622	105	0.9273	-18.011
1276	1882	105	0.9381	-18.011
1276	2070	105	0.94	-18.011
1276	2609	105	0.979	-0.000
1740	1864	105	0.9188	35.037
1864	2018	105	0.8726	-35.037
1951	2136	105	0.9482	-0.000
84	1396	105	0.9713	0.000
84	1622	105	0.9242	-18.010
84	1882	105	0.9332	-18.010
84	2070	105	0.9327	-18.010
84	2609	105	0.9741	0.000
1396	1882	105	0.9356	-18.010
1622	1882	105	0.9708	0.000
1882	2070	105	0.9852	0.000
1882	2609	105	0.9333	18.010
785	1951	105	0.8699	-18.011
1396	2609	105	0.9823	0.000
1622	2609	105	0.9187	18.010
2070	2609	105	0.9354	18.010
1396	1622	105	0.9257	-18.010
1396	2070	105	0.9377	-18.010
1622	2070	105	0.9727	0.000
1740	2018	105	0.9123	0.000
3942	4113	106	0.9763	0.000
3942	4420	106	0.9314	-333.142
3942	5175	106	0.9283	-86.000
581	3942	106	0.9265	15.993
3602	5461	106	0.9393	25.032
4032	5461	106	0.9409	16.031
5461	5565	106	0.9359	-18.011
635	5461	106	0.9524	-90.011
954	5461	106	0.9258	16.031
1761	5461	106	0.9359	2.016
2230	5461	106	0.9533	-15.995
3102	5461	106	0.9658	0.000
3201	5461	106	0.9413	10.989
3548	4113	106	0.9247	14.016
3613	5476	106	0.9324	124.038
1506	5476	106	0.9423	78.047
3201	5476	106	0.9474	73.005
289	3310	106	0.9616	-132.041
289	4420	106	0.9361	42.011
187	3021	106	0.9551	0.000
187	3793	106	0.9415	-105.042
1761	3102	106	0.9239	2.016
2230	3102	106	0.9406	-15.995
1402	3021	106	0.9563	17.027
954	1506	106	0.9426	0.000
1506	1761	106	0.9592	14.015
1506	2230	106	0.9377	32.026
1506	3519	106	0.9367	-0.000
1506	3602	106	0.9722	-9.001
1506	4032	106	0.9632	0.000
1506	4537	106	0.9426	62.052
3874	4113	106	0.9254	11.999
954	2230	106	0.9244	32.027
1761	2230	106	0.9304	18.011
2230	3602	106	0.9362	-41.027
2230	4032	106	0.9328	-32.026
3602	4537	106	0.9515	71.052
3793	4537	106	0.9584	192.062
371	4537	106	0.9228	-87.032
635	4537	106	0.9682	-43.990
2325	4537	106	0.9651	87.020
3021	4537	106	0.9629	87.021
3112	4537	106	0.9469	104.009
3201	4537	106	0.9365	57.010
371	635	106	0.9427	-43.042
635	2325	106	0.9702	-131.011
635	3021	106	0.9701	-131.011
635	3112	106	0.9506	-148.000
635	3201	106	0.9553	-101.000
635	3602	106	0.9533	-115.043
635	3793	106	0.96	-236.052
635	4032	106	0.9459	-106.042
4113	4420	106	0.9423	-333.142
581	4113	106	0.9243	15.994
2394	4113	106	0.9237	495.195
3201	4113	106	0.9371	14.016
954	1761	106	0.9509	14.016
1761	3519	106	0.9351	-14.015
1761	3602	106	0.9614	-23.016
1761	4032	106	0.9598	-14.015
371	947	106	0.9741	0.000
2394	4420	106	0.9621	162.052
3519	3602	106	0.9468	-9.001
3519	3899	106	0.9303	-79.957
3519	4032	106	0.9388	0.000
954	3519	106	0.9288	0.000
3188	4420	106	0.9392	132.042
2325	3021	106	0.9884	-0.000
3021	3112	106	0.9452	-16.989
3021	3201	106	0.9436	30.011
3021	3793	106	0.955	-105.042
3818	3899	106	0.9564	-14.016
3602	4032	106	0.9622	9.001
954	4032	106	0.9488	0.001
3201	4032	106	0.9434	-5.042
2325	3201	106	0.9494	30.011
3201	3602	106	0.9445	-14.042
3201	3793	106	0.943	-135.052
954	3602	106	0.9398	-9.000
2325	3112	106	0.9522	-16.989
2325	3793	106	0.9558	-105.042
3112	3793	106	0.9469	-88.053
605	997	109	0.7882	-43.005
605	2319	109	0.9458	0.000
997	2319	109	0.7857	43.005
365	1584	110	0.8559	-44.026
1584	1640	110	0.7862	-88.053
3560	5252	111	0.985	-0.001
3560	5471	111	0.9739	-14.016
2497	3560	111	0.9619	-14.016
4223	5078	111	0.9623	-14.016
4672	5078	111	0.9653	-2.016
4969	5078	111	0.9632	-2.016
5018	5078	111	0.967	-30.047
5078	5252	111	0.9595	42.047
5078	5403	111	0.9602	14.016
723	5078	111	0.9646	11.999
912	5078	111	0.9604	-252.283
2193	5078	111	0.9638	-252.283
2497	5078	111	0.972	-56.063
4223	5471	111	0.9615	14.015
5018	5471	111	0.9705	-2.016
5252	5471	111	0.9738	-14.016
5403	5471	111	0.9575	14.015
2497	5471	111	0.9687	-28.032
912	2541	111	0.9797	0.000
2193	2541	111	0.9792	0.000
2541	4969	111	0.9606	-250.266
2541	5018	111	0.9606	-222.236
723	2193	111	0.9582	264.282
912	2193	111	0.9805	0.000
2193	2497	111	0.9604	-196.220
2193	4223	111	0.9583	-238.267
2193	4672	111	0.9611	-250.267
2193	4969	111	0.9684	-250.266
2193	5018	111	0.9607	-222.236
2193	5252	111	0.9554	-210.236
723	2850	111	0.9493	56.062
723	4223	111	0.96	26.015
723	4248	111	0.9494	42.046
723	4672	111	0.9606	14.015
723	4969	111	0.9602	14.015
723	5018	111	0.9614	42.046
723	5403	111	0.9513	26.015
4223	5252	111	0.9583	28.031
5018	5252	111	0.964	12.000
5252	5403	111	0.9515	-28.031
912	5252	111	0.9522	-210.236
2497	5252	111	0.9693	-14.016
2850	5252	111	0.9574	-2.017
2850	3484	111	0.9482	-0.000
2850	4248	111	0.9515	-14.016
2850	4672	111	0.9598	-42.047
2850	5097	111	0.962	-28.031
4223	5403	111	0.9628	-0.000
4480	5403	111	0.9552	-2.016
4672	5403	111	0.9706	12.000
4969	5403	111	0.9577	12.000
2497	5403	111	0.9596	-42.047
4480	4672	111	0.9685	-14.016
2497	4223	111	0.9697	-42.047
2497	4672	111	0.9559	-54.047
2497	4969	111	0.957	-54.047
2497	5018	111	0.9687	-26.016
4223	4672	111	0.9664	-12.000
4223	4969	111	0.9603	-12.000
4223	5018	111	0.9637	16.031
912	4969	111	0.9591	-250.266
912	5018	111	0.9596	-222.236
4672	4969	111	0.9667	0.000
4969	5018	111	0.9606	28.031
2516	3022	113	0.8745	14.015
2892	3022	113	0.8823	-14.015
3022	3224	113	0.8337	-48.000
3022	4170	113	0.8603	-0.001
3022	5452	113	0.8511	-26.015
2516	3224	113	0.8333	-33.985
2892	3224	113	0.8892	-62.016
3224	4170	113	0.8406	47.999
3224	5452	113	0.8595	21.985
2516	2892	113	0.8886	28.031
2516	4170	113	0.8799	14.015
2516	5452	113	0.8666	-12.000
2892	4170	113	0.8969	-14.016
2892	5452	113	0.8662	-40.030
4170	5452	113	0.8559	-26.014
1127	5454	115	0.9059	17.974
2578	5454	115	0.9165	-147.021
85	2332	115	0.9176	-14.016
671	2332	115	0.9051	15.995
1127	2332	115	0.9402	-14.016
2332	2416	115	0.9548	14.016
85	1127	115	0.9087	0.000
1127	2416	115	0.9538	0.000
85	2416	115	0.9188	0.000
671	2416	115	0.91	30.011
2578	5456	115	0.9112	-14.016
3692	4800	116	0.9045	-0.034
3999	4800	116	0.9151	-14.015
724	4800	116	0.9338	15.995
2918	4800	116	0.9336	2.016
2163	2918	116	0.9026	32.047
2914	2918	116	0.9185	0.000
152	2713	116	0.9224	31.991
152	2800	116	0.9657	-46.042
152	4464	116	0.9019	-66.084
1518	2871	116	0.929	-1.943
2713	2871	116	0.9064	-31.990
2800	2871	116	0.9488	46.042
1518	2800	116	0.9613	-47.984
2800	4464	116	0.9044	-20.042
40	2713	116	0.911	66.047
2163	2713	116	0.9062	85.128
740	2713	116	0.9084	16.032
2820	3999	116	0.9052	2.016
3342	3999	116	0.9322	16.032
106	3157	117	0.798	-26.016
106	3689	117	0.9288	17.027
106	4278	117	0.745	-56.063
106	4785	117	0.8818	-28.032
106	5552	117	0.8848	-14.016
1599	4785	117	0.7102	14.016
1599	5552	117	0.7187	28.032
4785	5360	117	0.7877	33.022
1208	5360	117	0.8698	15.995
4278	4785	117	0.8419	28.032
4278	5552	117	0.7979	42.047
3157	4278	117	0.7047	-30.047
1208	3689	117	0.8451	28.031
1208	4785	117	0.958	-17.027
4785	5552	117	0.9179	14.016
3157	5552	117	0.7751	12.000
3157	4785	117	0.8697	-2.016
2261	2660	119	0.9092	-15.995
2660	4517	119	0.9089	3.047
1630	2660	119	0.909	14.963
526	2660	119	0.9319	14.016
2202	2428	121	0.7044	27.958
2202	4710	121	0.7176	30.010
2153	3823	121	0.7631	28.031
3303	3823	121	0.7778	-248.052
2153	3303	121	0.7695	276.082
2428	3303	121	0.7055	14.016
81	2969	122	0.8085	-0.000
3685	4017	124	0.9415	84.094
3927	4017	124	0.8739	168.188
4017	4330	124	0.9145	-70.078
4017	4368	124	0.9302	-56.063
4017	5315	124	0.9153	-84.094
56	4017	124	0.8819	-28.031
450	4017	124	0.9022	42.047
1841	4017	124	0.941	70.078
2187	4017	124	0.9122	42.047
2555	4017	124	0.9503	56.063
3685	5315	124	0.9241	0.000
4330	5315	124	0.9318	-14.016
4368	5315	124	0.9344	-28.031
5297	5315	124	0.8955	-16.031
56	5315	124	0.8849	-112.125
450	5315	124	0.9115	-42.047
1841	5315	124	0.9322	-14.016
2187	5315	124	0.9333	-42.047
2555	5315	124	0.9425	-28.031
3927	4330	124	0.9066	98.110
3927	5303	124	0.8909	-84.094
2187	3927	124	0.9028	-126.141
3252	3927	124	0.8925	-150.178
3685	4330	124	0.9252	14.016
4330	4368	124	0.9413	14.016
4330	5297	124	0.9121	2.016
450	4330	124	0.9302	-28.031
1841	4330	124	0.9315	0.000
2187	4330	124	0.9409	-28.031
2555	4330	124	0.942	-14.016
679	1330	124	0.8683	70.078
727	1330	124	0.8736	56.026
1265	1330	124	0.9763	28.031
1330	1870	124	0.9124	0.000
1330	2550	124	0.8792	0.036
138	3252	124	0.8815	-44.026
3252	5350	124	0.948	-28.031
56	1571	124	0.8766	-49.943
1232	1571	124	0.9784	0.000
450	2555	124	0.9205	-14.016
1841	2555	124	0.956	14.016
2187	2555	124	0.9513	-14.016
2555	3685	124	0.9539	-28.031
2555	4368	124	0.9432	0.000
2555	5297	124	0.9046	-12.000
2555	5350	124	0.9021	10.021
1265	2476	124	0.8704	-13.979
2476	2550	124	0.8947	42.047
1265	2384	124	0.8772	30.047
1870	2384	124	0.8614	2.016
2384	2550	124	0.9198	-1.979
56	1841	124	0.8866	-98.110
450	1841	124	0.9063	-28.031
1841	2187	124	0.9449	28.031
1841	3685	124	0.9339	-14.016
1841	4368	124	0.9299	14.016
1841	5297	124	0.9022	2.016
56	450	124	0.8748	-70.078
56	3685	124	0.8779	-112.125
56	4368	124	0.8941	-84.094
450	2187	124	0.9192	-0.000
450	3685	124	0.8907	-42.047
450	4368	124	0.917	-14.016
450	5297	124	0.8711	-26.016
727	2550	124	0.87	56.062
1265	2550	124	0.9098	28.068
1870	2550	124	0.8987	0.036
2550	5297	124	0.8602	-70.078
3685	4368	124	0.9304	28.031
4368	5350	124	0.8848	10.021
2187	4368	124	0.9434	-14.016
3685	5297	124	0.8964	16.031
2187	3685	124	0.9317	-42.047
679	1870	124	0.8646	70.078
2187	5350	124	0.8997	-3.995
727	1870	124	0.8791	56.026
1265	1870	124	0.964	28.031
138	736	124	0.9127	-56.063
727	1265	124	0.8833	27.995
1245	4238	125	0.876	-17.028
4347	4705	125	0.97	0.001
1245	4347	125	0.8133	-2.015
1245	4705	125	0.8279	-2.014
2891	5347	127	1.0	0.000
1492	2001	130	0.8843	35.038
2001	2074	130	0.7326	-7.005
2001	4890	130	0.7248	153.068
2001	5007	130	0.7445	-8.985
1492	2074	130	0.7265	28.033
4890	5007	130	0.8139	-162.052
1492	4890	130	0.7329	188.106
1690	3028	136	0.9098	-60.021
1955	3028	136	0.9171	-78.031
2131	3028	136	0.8731	-18.010
3028	5124	136	0.9171	78.031
1690	1955	136	0.9541	18.011
1955	2131	136	0.932	-60.021
1955	5124	136	1.0	0.000
1690	5124	136	0.9541	18.011
2131	5124	136	0.932	60.021
319	3858	136	0.863	2.015
1487	2474	136	0.8742	2.016
1690	2131	136	0.9216	-42.010
2131	2474	136	0.9084	60.021
2131	3858	136	0.9006	-197.091
1527	1809	136	0.8612	-27.994
1690	3858	136	0.8693	-239.101
1809	3858	136	0.8924	-42.012
2474	3438	136	0.8724	-4.068
589	2377	136	0.8762	-60.021
589	3438	136	0.8662	10.021
1141	4898	137	0.7265	14.016
3540	4954	138	0.9538	174.053
4097	4954	138	0.9466	191.043
4144	4954	138	0.9561	174.053
4326	4954	138	0.9413	174.017
4502	4954	138	0.9398	191.043
4870	4954	138	0.9703	-0.000
4954	5036	138	0.942	-71.037
4954	5473	138	0.9599	0.000
2478	4954	138	0.9219	16.990
3267	4954	138	0.951	279.095
549	2478	138	0.9581	14.016
2881	3911	138	0.9014	36.020
279	2526	138	0.9353	-17.027
354	2526	138	0.9349	-109.075
712	2526	138	0.9599	-17.027
2526	3150	138	0.9578	0.000
2526	3267	138	0.9373	-11.999
2526	3540	138	0.9318	93.043
2526	5438	138	0.9048	17.015
1981	2313	138	0.9386	-18.010
3540	4502	138	0.9717	-16.990
4097	4502	138	0.9609	0.000
4144	4502	138	0.9692	-16.990
4502	4870	138	0.9368	191.043
4502	4968	138	0.9077	-325.105
4502	5473	138	0.9216	191.043
3267	4502	138	0.9639	88.052
688	3797	138	0.9085	-0.036
3540	4097	138	0.9709	-16.990
3540	4144	138	0.9767	-0.000
3540	4326	138	0.9354	0.035
3540	4870	138	0.9447	174.053
3540	5473	138	0.9297	174.053
2313	3540	138	0.9264	5.974
3267	3540	138	0.9773	105.042
3933	4968	138	0.9383	-84.026
4091	4968	138	0.9298	-162.054
4346	4968	138	0.9169	42.011
4968	5099	138	0.9747	0.000
1968	4968	138	0.9268	-162.053
4097	4404	138	0.9385	-14.016
4326	4404	138	0.938	-31.041
3933	4091	138	0.9068	78.028
3933	5099	138	0.9445	-84.026
3050	3933	138	0.9218	0.005
279	3150	138	0.9314	-17.027
354	3150	138	0.9317	-109.074
712	3150	138	0.9546	-17.027
3150	5036	138	0.9435	196.058
4097	4870	138	0.9416	191.043
4144	4870	138	0.9537	174.053
4326	4870	138	0.9486	174.017
4870	5036	138	0.9516	-71.037
4870	5473	138	0.9585	-0.000
3142	4870	138	0.9144	188.032
3267	4870	138	0.9469	279.095
279	712	138	0.939	-0.000
354	712	138	0.9299	-92.048
1846	2881	138	0.9306	-162.052
2881	3104	138	0.9486	36.020
2881	3720	138	0.9363	42.010
2881	4346	138	0.9646	-126.032
4097	5473	138	0.931	191.043
4144	5473	138	0.9377	174.053
4326	5473	138	0.9348	174.017
5036	5473	138	0.9387	71.037
1846	3104	138	0.9492	-126.032
1846	4091	138	0.902	-84.020
1846	4346	138	0.9442	-288.085
1846	5099	138	0.9159	-246.074
4097	4144	138	0.972	16.990
4097	4326	138	0.9428	17.026
4097	5036	138	0.9625	120.006
3267	4097	138	0.9661	88.052
3720	5099	138	0.9077	-126.032
4144	4326	138	0.9392	0.036
4144	5036	138	0.9711	103.016
3267	4144	138	0.9775	105.042
3267	4326	138	0.9342	105.078
3267	5036	138	0.9667	208.057
279	354	138	0.909	92.048
354	4450	138	0.9454	-15.972
4091	5099	138	0.9359	-162.054
4346	5099	138	0.9434	42.011
764	5099	138	0.9138	45.058
3050	5099	138	0.9343	-84.021
3797	4326	138	0.9455	0.035
4326	5036	138	0.952	102.980
3104	4346	138	0.941	-162.053
3797	5036	138	0.9729	103.015
3627	5605	141	1.0	-0.000
3627	5627	141	0.9659	-0.000
1491	3627	141	0.9659	0.000
5605	5627	141	0.9659	-0.000
1491	5605	141	0.9659	-0.000
1491	5627	141	1.0	-0.000
3642	3709	142	0.8244	0.094
3721	3957	146	0.8114	14.015
2927	3957	146	0.8127	33.985
2927	3721	146	0.8176	19.969
1962	3176	147	0.9005	-14.016
1962	3462	147	0.936	14.016
3176	3504	147	0.8792	14.017
3176	3628	147	0.8938	-14.015
3176	4141	147	0.8727	-0.000
3628	4370	147	0.9221	-14.016
4370	4481	147	0.9565	14.050
4370	4868	147	0.9372	14.016
4370	5224	147	0.914	-1.977
3628	5224	147	0.8785	-15.993
4481	5224	147	0.9319	-16.028
4868	5224	147	0.8998	-15.994
