CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
4189	4300	21	0.8322	-2.016
861	4300	21	0.8482	14.016
2836	4300	21	0.8247	54.047
861	4189	21	0.8255	16.032
3896	4618	24	0.8543	-14.015
3929	4618	24	0.8597	-30.010
4212	4618	24	0.7932	148.038
4618	4666	24	0.7387	-71.985
4618	4751	24	0.7387	-71.985
4618	5439	24	0.88	14.015
846	4618	24	0.8315	-146.057
1128	4618	24	0.8204	-146.057
2117	4618	24	0.88	-14.015
2239	4618	24	0.9458	14.016
3966	5425	24	0.7767	-30.011
4118	5425	24	0.7349	-162.053
4867	5425	24	0.7349	-162.053
4926	5425	24	0.7571	162.053
1281	5425	24	0.7788	-30.011
3078	5425	24	0.7799	-15.995
3792	4523	24	0.8243	0.001
3896	4523	24	0.8333	30.010
3929	4523	24	0.8528	14.016
3966	4523	24	0.8337	-15.995
4150	4523	24	0.8884	0.000
4255	4523	24	0.91	-132.042
1281	4523	24	0.8891	-15.995
2950	4523	24	0.8376	-132.042
4212	4751	24	0.7389	76.053
4666	4751	24	1.0	0.001
4720	4751	24	0.8505	14.016
4751	5388	24	0.9134	15.994
4751	5439	24	0.7972	85.999
1872	4751	24	0.8794	-1.979
2117	4751	24	0.7972	-85.999
3792	3929	24	0.7225	-14.015
3792	3966	24	0.8995	15.996
3792	4150	24	0.7948	0.000
3792	4255	24	0.8011	132.043
1281	3792	24	0.805	-15.996
2950	3792	24	0.8078	-132.043
4212	4666	24	0.7389	76.052
4666	4720	24	0.8505	-14.015
4666	5388	24	0.9134	15.995
4666	5439	24	0.7972	86.000
1872	4666	24	0.8794	-1.980
2117	4666	24	0.7972	-86.000
629	3385	24	0.7418	-208.095
629	3869	24	0.716	-15.995
629	4291	24	0.7326	-76.053
629	5056	24	0.706	86.000
3896	5439	24	0.9199	-0.000
4212	5439	24	0.8609	162.052
4393	5439	24	0.8987	14.015
5368	5439	24	0.9421	-15.995
846	5439	24	0.9249	-132.043
1128	5439	24	0.9002	-132.043
2117	5439	24	1.0	0.000
846	1128	24	0.9295	0.000
846	1461	24	0.8235	-13.979
846	2117	24	0.9249	-132.043
846	2810	24	0.9599	-15.995
846	3271	24	0.9473	-14.016
846	3896	24	0.886	-132.042
846	4255	24	0.8881	30.011
846	5056	24	0.9742	15.994
656	1461	24	0.7736	-15.995
3385	4916	24	0.7462	-30.011
4720	5388	24	0.8188	30.010
5368	5388	24	0.7361	-86.000
1872	5388	24	0.8565	14.015
3385	5388	24	0.735	76.052
3896	4150	24	0.8003	30.010
3929	4150	24	0.7753	14.015
3966	4150	24	0.8006	-15.995
4150	4255	24	0.8166	132.043
1281	4150	24	0.864	-15.995
2950	4150	24	0.788	-132.042
1281	3078	24	0.7878	-14.016
2239	3078	24	0.8231	60.021
3078	3929	24	0.9	-15.995
3078	3966	24	0.8105	14.016
3078	4118	24	0.7536	146.058
3078	4867	24	0.7536	146.058
3078	4926	24	0.7617	-178.048
3966	4926	24	0.7723	-192.064
4118	4926	24	0.7124	-324.106
4867	4926	24	0.7124	-324.106
1281	4926	24	0.7615	-192.064
4224	4291	24	0.7905	30.010
4291	4316	24	0.8586	-30.011
4291	5056	24	0.9107	162.052
4291	5368	24	0.7803	30.011
3385	4291	24	0.8101	132.042
1128	2117	24	0.9002	-132.043
2117	3896	24	0.9199	0.000
2117	4212	24	0.8609	-162.052
2117	4393	24	0.8987	-14.015
2117	5368	24	0.9421	15.995
5056	5368	24	0.8852	-132.042
1128	5056	24	0.9281	15.994
1461	5056	24	0.8269	29.974
2810	5056	24	0.948	31.990
3271	5056	24	0.9461	30.010
3385	5056	24	0.8662	294.094
1128	1461	24	0.7833	-13.979
1461	2810	24	0.8136	-2.016
1461	3271	24	0.8036	-0.036
1461	4224	24	0.7789	-162.089
1461	4316	24	0.7845	-162.090
1461	4393	24	0.7593	-132.078
4224	4316	24	0.845	-0.002
4316	4393	24	0.7557	30.012
2239	4316	24	0.7218	-15.996
3271	4316	24	0.8546	-162.054
1128	2810	24	0.9373	-15.995
1128	3271	24	0.8952	-14.016
1128	3896	24	0.8529	-132.042
1128	4255	24	0.8407	30.011
3929	4255	24	0.758	146.058
2239	3929	24	0.7892	44.026
2950	3929	24	0.7246	-146.057
2239	3271	24	0.8018	146.058
2239	4224	24	0.7888	-15.995
2239	4393	24	0.8464	14.016
3896	4212	24	0.8666	-162.053
3385	4212	24	0.8448	-15.995
4118	4255	24	0.7889	-15.995
4255	4867	24	0.7889	15.995
2950	4255	24	0.8226	0.001
3966	4867	24	0.7545	132.042
4118	4867	24	1.0	0.000
1281	4867	24	0.7453	132.042
2950	4867	24	0.9137	15.995
3896	4393	24	0.9036	-14.016
4138	4393	24	0.7555	1.979
4224	4393	24	0.8358	30.010
4393	5368	24	0.8755	30.010
3271	4393	24	0.8637	-132.042
2810	3271	24	0.9242	1.979
3271	4224	24	0.882	-162.052
3896	5368	24	0.9192	15.995
4138	5368	24	0.7959	31.990
1281	5368	24	0.7812	-30.011
3385	5368	24	0.8463	162.052
3966	4118	24	0.7545	132.042
1281	3966	24	0.8158	0.000
1281	4118	24	0.7453	132.042
2950	4118	24	0.9137	15.995
1872	4720	24	0.9483	-15.995
1559	2012	27	0.9015	-42.010
1603	2012	27	0.9021	-11.998
1877	2012	27	0.8769	14.016
1918	2012	27	0.8711	-27.995
2012	2091	27	0.8963	-0.000
2012	4089	27	0.9233	179.079
2012	4092	27	0.8927	26.015
2012	4466	27	0.8942	-2.016
563	606	27	0.8697	-18.011
563	2079	27	0.9392	-15.996
1420	2766	27	0.9458	-14.016
2203	2766	27	0.8723	-30.011
2766	4089	27	0.8861	-12.000
1559	1918	27	0.9147	-14.015
1603	1918	27	0.9281	15.997
1918	2909	27	0.8713	30.009
1918	4092	27	0.9289	-1.980
1918	4466	27	0.8769	-30.011
436	1933	27	0.8643	-15.996
1412	1933	27	0.9014	18.012
1420	1933	27	0.8666	-144.042
1420	2203	27	0.8805	15.995
4092	4466	27	0.8648	-28.031
1420	4092	27	0.8637	-179.079
1559	4092	27	0.9529	-15.995
1603	4092	27	0.9738	14.017
2909	4092	27	0.962	-31.989
1412	1420	27	0.8781	162.054
1412	2446	27	0.9349	15.996
1877	2091	27	0.866	14.015
1337	1877	27	0.9069	-0.002
1559	1603	27	0.961	-30.012
1559	2079	27	0.8668	197.090
1559	2446	27	0.9066	17.027
1559	2909	27	0.9476	15.994
1559	4466	27	0.8618	-44.026
436	2079	27	0.8631	162.051
2079	2446	27	0.8857	-180.063
1420	4089	27	0.9111	-26.016
1603	4466	27	0.8818	-14.014
436	2446	27	0.8757	-18.012
1603	2909	27	0.9286	46.006
899	2682	28	0.9213	0.000
899	3539	28	0.9333	0.000
899	3760	28	0.9396	0.000
899	4034	28	0.9433	0.000
899	4831	28	0.9546	0.000
899	5541	28	0.9474	0.000
3539	4034	28	0.9306	-0.000
3760	4034	28	0.9443	-0.000
4034	4831	28	0.9654	0.000
4034	5541	28	0.9285	0.000
2682	4034	28	0.9276	0.000
2682	3539	28	0.9233	0.000
2682	3760	28	0.9343	0.000
2682	4831	28	0.9349	0.000
2682	5541	28	0.9217	0.000
3539	3760	28	0.9495	0.000
3539	4831	28	0.945	-0.000
3539	5541	28	0.935	-0.000
3760	4831	28	0.9515	-0.000
4831	5541	28	0.938	0.000
3760	5541	28	0.9363	-0.000
3584	4403	29	0.9377	15.995
704	3584	29	0.9684	-0.000
1186	3584	29	0.9614	-0.000
1424	3584	29	0.9351	15.994
1758	3584	29	0.9564	-15.995
2036	3584	29	0.9405	146.058
2712	3584	29	0.9582	-15.995
2863	3584	29	0.9626	0.000
2982	3584	29	0.9626	-0.000
3177	3584	29	0.9595	-15.995
1132	1680	29	0.9236	-204.063
1619	1680	29	0.952	-15.995
1680	1741	29	0.9467	1.980
1680	2189	29	0.9382	31.989
1680	4872	29	0.9236	204.063
4031	4840	29	0.9272	13.990
4840	5144	29	0.9313	-13.990
2352	4840	29	0.9638	0.984
1100	1132	29	0.9274	15.996
1100	4872	29	0.9274	15.996
1100	5180	29	0.9645	15.995
1100	5337	29	0.9645	15.996
379	583	29	0.9261	-14.016
583	2597	29	0.9778	-0.000
583	2690	29	0.9711	14.015
925	1672	29	0.9213	30.010
1672	2919	29	0.9268	-15.994
1672	5637	29	0.938	176.032
1672	5644	29	0.9539	13.980
4507	5394	29	0.9624	-14.016
520	4507	29	0.9286	71.099
379	2690	29	0.9372	-0.000
2597	2690	29	0.9664	14.016
1758	4403	29	0.9407	-0.000
2712	4403	29	0.9321	0.000
704	1758	29	0.948	15.995
1186	1758	29	0.9393	15.995
1242	1758	29	0.9435	146.058
1758	2712	29	0.9693	-0.000
1758	2863	29	0.9421	-15.995
1758	2982	29	0.9421	-15.995
1758	3177	29	0.9674	0.000
704	2712	29	0.9592	15.995
1186	2712	29	0.9489	15.995
1242	2712	29	0.9467	146.057
2712	2863	29	0.9512	-15.995
2712	2982	29	0.9512	-15.995
2712	3177	29	0.9663	0.000
1751	4031	29	0.9212	28.986
3581	4887	29	0.9284	15.996
3140	4887	29	0.9225	-44.027
242	1132	29	0.9366	146.058
1132	2409	29	0.9366	-146.058
1132	4872	29	1.0	-0.000
1132	5180	29	0.9384	-0.001
1132	5337	29	0.9384	-0.000
4148	4424	29	0.9617	29.974
4148	4426	29	0.9715	176.032
4148	5264	29	0.9711	13.979
1373	4148	29	0.9629	-140.996
1883	4148	29	0.9859	15.996
5637	5644	29	0.9626	-162.053
3680	5153	29	0.9402	0.000
3683	5153	29	0.9347	-43.096
4473	5153	29	0.9251	-262.280
520	5153	29	0.9371	-181.183
379	2597	29	0.9314	-14.016
379	3897	29	0.9226	15.995
1304	1373	29	0.9539	17.028
1373	1883	29	0.9631	-156.992
242	5405	29	0.9762	15.995
870	5405	29	0.9469	30.010
955	5405	29	0.9253	146.057
2409	5405	29	0.9762	15.995
3140	5405	29	0.9422	-15.995
4426	5264	29	0.9535	-162.053
480	2352	29	0.9628	14.015
480	2540	29	0.9307	-54.083
480	3564	29	0.926	-0.036
480	3940	29	0.9895	-0.000
480	4031	29	0.9282	1.009
480	5144	29	0.9292	1.009
3897	3967	29	0.9341	-18.010
520	3897	29	0.9533	2.016
3940	5144	29	0.927	1.009
4031	5144	29	0.9895	0.000
4473	5144	29	0.9647	-0.984
3140	3581	29	0.9232	-60.023
3140	5501	29	0.9335	-30.010
520	1613	29	0.9292	55.104
1613	2739	29	0.982	0.000
1613	4419	29	0.9402	-28.031
1613	5394	29	0.9621	1.979
3581	5501	29	0.9217	30.013
3564	3940	29	0.9268	0.036
704	1424	29	0.9502	-15.994
1186	1424	29	0.9364	-15.994
1424	2863	29	0.9627	15.993
1424	2982	29	0.9627	15.994
3998	5644	29	0.929	-14.016
1741	5644	29	0.9278	204.062
955	1747	29	0.9678	-15.995
955	3241	29	0.9556	162.052
704	3177	29	0.9675	15.995
1186	3177	29	0.95	15.995
1242	3177	29	0.956	146.058
2863	3177	29	0.9621	15.995
2982	3177	29	0.9621	15.995
3177	4426	29	0.9456	15.995
3177	4983	29	0.9414	-0.000
1242	1619	29	0.9372	-220.059
1242	1796	29	0.9404	-0.001
1242	1883	29	0.9644	-29.975
1242	2036	29	0.973	-15.995
1242	2105	29	0.9565	0.001
1242	3998	29	0.9669	-15.995
1242	4983	29	0.9573	146.058
704	1186	29	0.9641	0.000
704	2036	29	0.9397	-146.058
704	2863	29	0.9791	-0.000
704	2982	29	0.9791	0.000
704	4426	29	0.9225	31.990
242	870	29	0.9425	-14.016
870	2409	29	0.9425	14.015
1475	1741	29	0.9491	15.996
2540	5423	29	0.9474	10.080
3998	4073	29	0.9734	-86.001
4073	5052	29	0.971	15.996
1883	4073	29	0.9693	-72.021
4031	4473	29	0.9601	0.984
4426	4473	29	0.9436	134.998
4473	4924	29	0.9481	-15.995
4473	5394	29	0.9365	-24.014
520	4473	29	0.9215	81.097
937	4473	29	0.9267	15.995
3998	4983	29	0.9728	162.052
4426	4983	29	0.9799	-15.995
1883	4983	29	0.966	176.033
1619	1741	29	0.9543	-14.015
1619	1883	29	0.9307	190.083
1619	2189	29	0.9361	15.994
1619	2339	29	0.9359	42.010
1619	3998	29	0.939	204.064
4426	5052	29	0.9613	-248.053
4426	5394	29	0.9734	110.984
520	4426	29	0.9443	-53.901
520	3529	29	0.9306	-80.985
520	4419	29	0.9392	27.073
520	5394	29	0.9508	57.083
1883	3998	29	0.9876	13.980
1796	2036	29	0.9351	-15.995
2036	2863	29	0.9258	146.057
2036	2982	29	0.9258	146.058
1186	2863	29	0.9601	-0.000
2863	2982	29	1.0	0.000
4872	5180	29	0.9384	-0.000
5180	5337	29	1.0	0.000
242	5180	29	0.9269	146.057
2409	5180	29	0.9269	146.058
2540	3940	29	0.9279	54.083
242	2409	29	1.0	-0.000
2409	4872	29	0.9366	146.058
2409	5337	29	0.9269	146.058
3529	4419	29	0.9336	108.058
4872	5337	29	0.9384	0.000
242	4872	29	0.9366	146.058
1186	2982	29	0.9601	0.000
3940	4031	29	0.9264	1.009
2352	3940	29	0.9576	-14.016
242	5337	29	0.9269	146.058
937	4924	29	0.964	-0.000
1741	2189	29	0.9217	30.009
134	2608	30	0.8428	-18.010
2608	2823	30	0.8692	-0.002
2608	4129	30	0.8451	15.994
2608	5101	30	0.8514	18.010
134	2823	30	0.857	-18.012
134	4129	30	0.8965	-2.016
134	5101	30	0.9726	-0.000
134	5349	30	0.8336	13.979
4129	5101	30	0.9044	2.016
2823	5101	30	0.8601	18.012
4129	5349	30	0.856	15.995
2823	4129	30	0.885	15.996
3913	4770	31	0.7209	-136.162
3825	4630	31	0.8103	-28.032
4630	4770	31	0.8836	18.011
3825	4770	31	0.8139	-10.021
3825	5247	31	0.7995	-28.031
3825	5294	31	0.7217	-96.094
5235	5348	34	0.7331	-17.027
5235	5499	34	0.7949	-0.000
1925	2928	35	0.945	25.979
1925	2996	35	0.9018	-31.990
1925	3520	35	0.9238	54.010
1925	4631	35	0.912	53.063
1135	1431	35	0.916	31.990
1310	1431	35	0.9163	15.995
4038	5195	35	0.9695	14.016
4773	5195	35	0.9369	42.011
5195	5391	35	0.9835	0.000
54	5195	35	0.955	14.016
1135	5195	35	0.9358	146.985
2458	5195	35	0.9739	0.000
2606	5195	35	0.9112	14.016
3520	3948	35	0.9275	-39.011
2928	3520	35	0.951	28.031
54	297	35	0.9604	-14.016
297	2606	35	0.9012	14.016
297	4038	35	0.9655	14.016
3489	5217	35	0.9136	14.016
4258	4631	35	0.9566	15.995
201	4258	35	0.9009	90.062
4865	5217	35	0.9025	162.053
3654	5217	35	0.9193	-17.027
54	5217	35	0.9419	-100.031
3948	4039	35	0.9423	-0.000
2928	2996	35	0.9081	-57.969
2928	4361	35	0.9059	-13.979
2996	4631	35	0.9196	85.053
54	2458	35	0.9389	14.016
54	5391	35	0.9765	14.016
4038	4773	35	0.9141	-27.995
4038	5391	35	0.9771	14.016
1135	4038	35	0.9354	132.969
2458	4038	35	0.9545	-14.016
4361	4773	35	0.9198	-15.995
4773	5391	35	0.9263	42.011
2458	4773	35	0.9331	-42.011
2996	4361	35	0.9118	43.990
1135	1310	35	0.9742	15.995
1135	5391	35	0.9388	146.985
2458	5391	35	0.9614	0.000
2606	5391	35	0.9079	14.016
1135	2458	35	0.9136	146.984
3924	4668	37	0.7946	-28.031
4431	4668	37	0.9697	0.001
4489	4668	37	0.9328	-14.016
4542	4668	37	0.9067	-162.053
4668	5014	37	0.9058	162.053
4668	5340	37	0.9294	14.016
575	4668	37	0.9046	-28.032
2412	4668	37	0.778	-42.047
4431	5014	37	0.9016	162.053
4542	5014	37	0.9545	-0.001
4609	5014	37	0.9205	-14.016
283	5014	37	0.7185	-42.047
900	5014	37	0.879	-28.032
3924	4489	37	0.803	-14.015
4431	4489	37	0.9472	14.017
4489	4609	37	0.9115	162.052
4489	5338	37	0.8103	-79.958
4489	5340	37	0.9615	0.000
575	4489	37	0.9189	-14.016
2412	4489	37	0.7766	-28.031
3924	4431	37	0.796	-28.032
3924	5340	37	0.8241	-14.015
575	3924	37	0.871	-0.001
900	3924	37	0.7545	-162.054
2412	3924	37	0.8278	-14.016
4431	4542	37	0.9108	162.054
4542	4609	37	0.9399	14.015
900	4542	37	0.8856	-28.032
283	900	37	0.8518	-14.015
575	900	37	0.9056	162.053
900	4609	37	0.8989	-14.016
4609	5340	37	0.8588	-162.052
283	4609	37	0.7097	-28.032
575	2412	37	0.8797	14.014
575	4431	37	0.9071	-28.033
575	5340	37	0.9083	-14.016
283	2412	37	0.8268	-162.053
2412	4431	37	0.7721	-42.047
2412	5340	37	0.7824	-28.030
4431	5340	37	0.9323	14.017
5338	5340	37	0.8322	79.959
5483	5571	38	0.9149	18.011
392	797	39	0.923	-29.015
797	1316	39	0.9498	15.994
797	2088	39	0.9292	-0.000
797	3836	39	0.9532	30.010
797	4388	39	0.9532	30.009
277	649	39	0.944	-61.978
392	649	39	0.9457	-25.020
649	992	39	0.9635	27.994
649	1051	39	0.9683	27.994
649	1071	39	0.9639	12.001
649	1405	39	0.9619	-11.016
649	3113	39	0.9465	47.963
649	3273	39	0.9639	12.001
649	3836	39	0.9661	26.015
649	4388	39	0.9661	26.014
392	992	39	0.9354	2.974
992	1051	39	0.9599	0.000
992	1071	39	0.9531	-15.993
992	1405	39	0.9424	-39.011
992	2182	39	0.929	21.984
992	3273	39	0.9531	-15.993
992	3836	39	0.9519	-1.979
992	4251	39	0.9415	14.015
992	4388	39	0.9519	-1.980
277	1405	39	0.9282	-72.994
1051	1405	39	0.9431	-39.011
1071	1405	39	0.9524	-23.017
1405	3113	39	0.925	58.979
1405	3273	39	0.9524	23.017
1405	4251	39	0.9243	53.026
277	3113	39	0.9147	-14.015
1051	3113	39	0.9344	19.968
1071	3113	39	0.9329	35.962
3113	3273	39	0.9329	-35.961
3784	3836	39	0.9397	-26.003
3836	4251	39	0.9447	15.995
3836	4388	39	1.0	-0.001
392	3836	39	0.9539	0.995
1051	3836	39	0.9482	-1.979
1316	3836	39	0.947	14.016
2088	3836	39	0.9423	30.010
4251	4388	39	0.9447	-15.995
392	4251	39	0.932	16.990
1051	4251	39	0.936	14.015
1071	4251	39	0.9287	30.009
2088	4251	39	0.9346	46.005
3273	4251	39	0.9287	30.008
1071	2182	39	0.9259	37.977
2182	2272	39	0.9113	-51.995
2182	3273	39	0.9259	-37.977
1051	1071	39	0.9549	-15.993
1071	3273	39	1.0	0.000
245	3784	39	0.9146	105.967
392	1051	39	0.9365	2.974
392	1316	39	0.9305	-13.021
392	4388	39	0.9539	0.994
3784	4388	39	0.9397	-26.003
1051	4388	39	0.9482	-1.980
1316	4388	39	0.947	14.015
2088	4388	39	0.9423	30.010
1316	2088	39	0.9331	-15.994
1051	3273	39	0.9549	-15.993
169	458	40	0.9139	15.995
169	4467	40	0.9098	-18.047
169	4853	40	0.9065	11.979
169	4862	40	0.9402	15.994
169	5569	40	0.9146	-14.016
1743	2547	40	0.9145	-42.011
2547	4853	40	0.9042	74.016
4853	5574	40	0.9017	-70.094
502	1850	41	0.921	-15.996
687	1850	41	0.92	-15.996
502	687	41	0.9764	0.000
3189	4242	42	0.8443	-41.027
3189	5563	42	0.8467	-64.043
4242	5563	42	0.9078	-23.016
4545	4859	43	0.819	-18.010
4545	5381	43	0.8299	-18.010
4468	4994	43	0.7913	-35.038
4790	4994	43	0.8411	-17.027
4935	4994	43	0.8257	-35.037
4994	5068	43	0.788	35.039
4994	5446	43	0.8411	17.027
4994	5486	43	0.8117	35.038
180	2233	43	0.7869	-62.051
4468	5446	43	0.8188	-18.011
4790	5446	43	1.0	-0.000
4859	5446	43	0.7923	-2.016
4935	5446	43	0.8549	-18.010
5068	5446	43	0.7918	-18.012
5446	5465	43	0.805	36.022
5446	5486	43	0.8693	18.011
5446	5510	43	0.7962	-35.037
5446	5559	43	0.782	18.011
4590	4642	43	0.7918	224.193
4590	4974	43	0.8039	176.156
4790	5465	43	0.805	36.022
4859	5465	43	0.7885	34.007
4886	5465	43	0.8672	0.000
5465	5486	43	0.8139	-18.012
5465	5497	43	0.8112	0.001
5465	5559	43	0.7966	-18.011
5465	5583	43	0.8165	-77.049
5465	5623	43	0.787	-36.022
4294	4974	43	0.7866	193.159
2029	4294	43	0.7877	-175.149
4468	5486	43	0.8696	0.000
4790	5486	43	0.8693	18.011
4935	5486	43	0.8815	0.000
5068	5486	43	0.8775	-0.001
5486	5510	43	0.8352	-53.047
5486	5559	43	0.8015	0.001
5486	5623	43	0.7923	-18.010
4468	5510	43	0.8654	-53.047
4790	5510	43	0.7962	-35.037
4935	5510	43	0.8247	-53.047
5068	5510	43	0.7893	-53.049
5510	5559	43	0.7896	53.048
5510	5633	43	0.7952	-14.016
4468	4790	43	0.8188	-18.011
4468	4935	43	0.8287	-0.000
4468	5068	43	0.8573	0.001
4468	5230	43	0.7995	42.010
4468	5623	43	0.808	-18.010
4859	5381	43	0.8588	0.001
5068	5623	43	0.8484	-18.011
1897	3787	43	0.8016	192.150
1897	3961	43	0.8016	192.150
3787	3961	43	1.0	0.000
3961	4974	43	0.8132	34.005
4790	5559	43	0.782	18.011
4935	5559	43	0.839	0.001
5068	5559	43	0.8049	-0.000
5559	5583	43	0.8398	-59.038
2233	4873	43	0.8831	-60.021
3787	4974	43	0.8132	34.005
4366	4974	43	0.7963	26.016
4642	4974	43	0.8177	-48.037
4974	5141	43	0.7847	2.016
4974	5417	43	0.8075	-15.994
2029	4974	43	0.9123	18.010
4886	5497	43	0.809	0.001
5497	5583	43	0.7838	-77.050
1437	4642	43	0.8039	66.047
2029	4642	43	0.7868	66.047
4790	4935	43	0.8549	18.010
4886	4935	43	0.8087	-18.012
4935	5068	43	0.8508	0.002
4935	5583	43	0.8059	-59.037
4790	4859	43	0.7923	2.016
4790	5068	43	0.7918	18.012
2029	2233	43	0.7935	-46.005
5141	5417	43	0.7915	-18.010
2029	5141	43	0.7898	20.026
4886	5583	43	0.7954	-77.049
2029	4859	43	0.7981	-138.090
2029	5417	43	0.7859	2.016
3557	4157	44	0.9819	0.000
3557	4416	44	0.9793	-0.000
4157	4416	44	0.9836	-0.000
221	285	45	0.9184	162.053
285	566	45	0.9363	-15.995
285	776	45	0.9259	-15.995
285	807	45	0.9622	-162.053
285	1646	45	0.9103	-162.053
285	1682	45	0.9369	-0.001
285	1715	45	0.9666	-0.001
285	2283	45	0.8596	-422.267
285	2940	45	0.9376	-15.995
285	3132	45	0.9711	-0.001
221	2283	45	0.8462	-260.214
807	2283	45	0.8401	-260.214
1646	2283	45	0.8325	-260.214
1682	2283	45	0.8006	-422.266
1715	2283	45	0.852	-422.267
2283	3132	45	0.8274	422.266
2283	4582	45	0.8078	21.984
221	1715	45	0.8429	162.053
566	1715	45	0.9297	15.995
776	1715	45	0.8911	15.994
807	1715	45	0.8917	162.053
1646	1715	45	0.832	162.053
1682	1715	45	0.8965	0.000
1715	2940	45	0.9019	-15.995
1715	3132	45	0.9227	-0.000
221	807	45	0.9602	-0.000
394	807	45	0.871	15.994
599	807	45	0.9179	15.994
807	1646	45	0.9603	0.000
807	1682	45	0.9222	162.053
807	3132	45	0.9637	162.053
221	394	45	0.8705	-15.995
394	566	45	0.8454	162.053
394	599	45	0.8799	0.000
394	776	45	0.8569	162.053
394	1646	45	0.8896	15.995
394	2940	45	0.8491	162.052
221	3132	45	0.9177	162.052
566	3132	45	0.9037	15.994
776	3132	45	0.9004	15.994
1646	3132	45	0.9231	162.052
1682	3132	45	0.9334	-0.000
2940	3132	45	0.916	15.995
221	1682	45	0.8947	162.052
566	1682	45	0.8674	15.995
776	1682	45	0.8804	15.994
1646	1682	45	0.8827	162.052
1682	2940	45	0.8804	-15.995
566	599	45	0.8801	-162.053
566	776	45	0.9287	0.000
566	2940	45	0.9382	-0.000
221	599	45	0.9089	-15.995
599	776	45	0.8874	162.053
599	1646	45	0.9302	15.995
599	2940	45	0.8968	162.052
776	2940	45	0.9571	-0.001
221	1646	45	0.9514	0.000
453	3386	46	0.7115	179.080
590	3386	46	0.7761	341.132
1290	3386	46	0.7561	-18.010
2146	3386	46	0.7133	179.080
2421	3386	46	0.7238	357.127
1290	2317	46	0.7363	0.000
453	2146	46	0.7333	0.000
590	2146	46	0.7696	162.052
815	2146	46	0.7179	-0.000
453	2421	46	0.7589	-178.047
590	2421	46	0.7696	-15.995
815	2421	46	0.7584	-178.047
453	590	46	0.8551	-162.052
590	815	46	0.7761	162.052
453	815	46	0.8079	0.000
1210	3799	47	0.8416	200.090
4131	4309	48	0.9683	-0.001
4309	4573	48	0.9597	30.921
836	4309	48	0.9728	3.994
1516	4309	48	0.9726	-0.000
2481	4309	48	0.9731	0.000
2763	4309	48	0.9719	16.990
2806	4309	48	0.9656	-0.000
2839	4309	48	0.9688	0.000
3207	4309	48	0.9775	3.992
1153	2963	48	0.9725	-0.000
1153	3622	48	0.9725	0.000
1153	4465	48	0.9756	0.000
1153	4617	48	0.969	0.000
1153	4802	48	0.9717	0.000
3622	4617	48	0.9701	0.000
4465	4617	48	0.9696	0.000
4617	4802	48	0.9698	0.000
2963	4617	48	0.9701	0.000
4357	4725	48	0.9537	18.011
4725	4931	48	0.9233	-551.167
4725	5598	48	0.9412	0.000
351	2763	48	0.9644	0.036
3932	4573	48	0.9588	61.927
2763	3932	48	0.9692	-14.015
2905	3932	48	0.9535	-31.039
4357	4541	48	0.9476	-17.028
4357	4931	48	0.9521	-533.156
4357	5209	48	0.9693	0.000
836	3207	48	0.9714	0.002
1516	3207	48	0.9775	-3.992
2481	3207	48	0.9793	-3.992
2763	3207	48	0.9819	12.998
2806	3207	48	0.9686	-3.992
2839	3207	48	0.9719	-3.992
3207	3931	48	0.97	-84.024
3207	4573	48	0.9633	34.913
3207	5209	48	0.964	-158.040
836	1398	48	0.9627	-126.033
836	1516	48	0.9721	3.995
836	2481	48	0.9671	3.994
836	2763	48	0.9645	-12.996
836	2839	48	0.9739	3.994
836	4131	48	0.9723	3.995
836	5209	48	0.9594	-158.038
3428	4733	48	0.9698	84.021
3868	4733	48	0.9771	42.010
3931	4733	48	0.9668	60.021
3376	4733	48	0.9574	42.010
3376	3428	48	0.9592	-42.012
3376	4052	48	0.949	-35.039
3376	4990	48	0.9508	-77.048
1516	2481	48	0.9709	-0.000
2481	2763	48	0.9713	-16.990
2481	2806	48	0.9601	0.000
2481	2839	48	0.9626	-0.000
2481	3120	48	0.9585	-46.005
2481	5209	48	0.9578	-162.032
4541	4573	48	0.9475	209.981
2763	4573	48	0.9686	47.911
1398	1516	48	0.9628	130.028
1398	2806	48	0.959	130.027
1398	3428	48	0.9626	18.011
1398	3868	48	0.9641	60.022
1398	4802	48	0.9603	304.080
1398	4990	48	0.9585	-17.026
1516	2763	48	0.9745	-16.991
2763	2839	48	0.9614	16.990
2763	3931	48	0.9686	-71.025
2839	2905	48	0.9541	0.033
3622	4465	48	0.9805	0.000
4465	4802	48	0.9803	0.000
2963	4465	48	0.9805	0.000
3428	3931	48	0.974	24.000
3622	3931	48	0.9653	-262.068
3868	3931	48	0.9896	-18.011
3931	4052	48	0.9718	-17.027
3931	4802	48	0.9647	262.069
1516	3931	48	0.9693	-88.016
2963	3931	48	0.9653	-262.068
2806	2839	48	0.9538	-0.000
2806	3120	48	0.9547	-46.005
2806	4990	48	0.9535	-147.053
3428	4990	48	0.9634	-35.037
4052	4990	48	0.9673	-42.010
1516	2839	48	0.9692	-0.000
2839	4131	48	0.9673	0.001
2839	4541	48	0.9631	-179.060
3868	4052	48	0.9682	-35.038
3622	3868	48	0.9599	-244.058
3622	4802	48	0.9912	0.000
2963	3622	48	1.0	0.000
2963	3868	48	0.9599	-244.058
2963	4802	48	0.9912	0.000
3428	3868	48	0.9793	42.011
