feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
4733	48	Shikimates and Phenylpropanoids	0.4411764705882353	Phenylpropanoids (C6-C3)	0.4117647058823529	Cinnamic acids and derivatives	0.4117647058823529	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105168530	MNQQDRMNWCFBMZ-NMPXUDJTSA-N	InChI=1S/C32H38O20/c33-7-16-20(38)23(41)26(44)31(50-16)48-12-5-13(35)18-15(6-12)49-28(10-1-3-11(34)4-2-10)29(22(18)40)52-32-27(45)24(42)21(39)17(51-32)9-47-30-25(43)19(37)14(36)8-46-30/h1-6,14,16-17,19-21,23-27,30-39,41-45H,7-9H2/t14-,16+,17+,19-,20+,21+,23-,24-,25+,26+,27+,30-,31+,32-/m0/s1	O=c1c(O[C@@H]2O[C@H](CO[C@@H]3OC[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12	C32H38O20	pos_2_1proton1sodium	742.195643616	Kampferol 3-O-alpha-arabinopyranosyl(1'''-6'')-beta-glucopyranoside 7-O-beta-glucopyranoside	MNQQDRMNWCFBMZ	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q15237880	Corydalis bungeana	5263529.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Papaveraceae']	['Unknown']	['Corydalis']	['Corydalis bungeana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Papaveraceae']				6	1	6.5	1
4731	327	Alkaloids	0.8461538461538461	Lysine alkaloids	0.8461538461538461	Piperidine alkaloids	0.7692307692307693	5.0	0.6867451	ISDB	http://www.wikidata.org/entity/Q104967895	CQBUTECROSOOEZ-ATWMFIQVSA-N	InChI=1S/C15H19NO/c1-16-11-5-8-14(16)12-15(17)10-9-13-6-3-2-4-7-13/h2-4,6-7,9-10,14H,5,8,11-12H2,1H3/b10-9+/t14-/m1/s1	CN1CCC[C@@H]1CC(=O)/C=C/c1ccccc1	C15H19NO		229.146664228	Dehydrodarlinine	CQBUTECROSOOEZ	Alkaloids	Lysine alkaloids	Piperidine alkaloids	http://www.wikidata.org/entity/Q5223952	Darlingia darlingiana	414374.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Proteales']	['Proteaceae']	['Unknown']	['Darlingia']	['Darlingia darlingiana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	8.246980428695679	1
4726	-1							3.0	0.23036475	ISDB	http://www.wikidata.org/entity/Q105190370	OEMFBCQMOLVLCR-YYLQXJDASA-N	InChI=1S/C32H48O4/c1-19-11-14-28(4)17-18-30(6)22(26(28)20(19)2)9-10-23-29(5)15-13-25(36-21(3)33)32(8,27(34)35)24(29)12-16-31(23,30)7/h9-10,19-20,24-26H,11-18H2,1-8H3,(H,34,35)/t19-,20+,24-,25-,26+,28-,29-,30-,31-,32-/m1/s1	CC(=O)O[C@@H]1CC[C@]2(C)C3=CC=C4[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@H]2[C@@]1(C)C(=O)O	C32H48O4		496.355260016	Acetyl-9,11-dehydro-beta-boswellic acid	OEMFBCQMOLVLCR	Terpenoids	Triterpenoids	Ursane and Taraxastane triterpenoids	http://www.wikidata.org/entity/Q2367334	Boswellia serrata	84299.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Sapindales']	['Burseraceae']	['Unknown']	['Boswellia']	['Boswellia serrata']		['Eukaryota']									1	0	1.9214590191841125	1
4725	48	Shikimates and Phenylpropanoids	0.4411764705882353	Phenylpropanoids (C6-C3)	0.4117647058823529	Cinnamic acids and derivatives	0.4117647058823529	1.0	0.7643891	ISDB									ZLYIWYCHNAZAQI							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	3.057556390762329	1
4721	-1							1.0	0.67338294	ISDB	http://www.wikidata.org/entity/Q18378715	YLEARPUNMCCKMP-DOFZRALJSA-N	InChI=1S/C22H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-21(24)23-20-22(25)26/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-20H2,1H3,(H,23,24)(H,25,26)/b7-6-,10-9-,13-12-,16-15-	CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)NCC(=O)O	C22H35NO3		361.26169398	N-arachidonoylglycine	YLEARPUNMCCKMP	Fatty acids	Fatty amides	N-acyl amines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']											0	0	2.6935317516326904	1
4720	24	Shikimates and Phenylpropanoids	0.7804878048780488	Flavonoids	0.7804878048780488	Flavones	0.7317073170731707	1.0	0.397479	ISDB	http://www.wikidata.org/entity/Q115948405	IGMXPYZQDLGVQE-UHFFFAOYSA-N	InChI=1S/C30H32O18/c1-42-18-4-12(2-3-14(18)32)17-7-16(34)23-15(33)5-13(6-19(23)46-17)45-28-26(48-29-27(40)30(41,10-31)11-44-29)25(39)24(38)20(47-28)9-43-22(37)8-21(35)36/h2-7,20,24-29,31-33,38-41H,8-11H2,1H3,(H,35,36)	COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(COC(=O)CC(=O)O)C(O)C(O)C4OC4OCC(O)(CO)C4O)cc3o2)ccc1O	C30H32O18		680.1588641839999	3-[[5-[3,4-Dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxy-3,4-dihydroxy-6-[5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-4-oxochromen-7-yl]oxyoxan-2-yl]methoxy]-3-oxopropanoic acid	IGMXPYZQDLGVQE	Shikimates and Phenylpropanoids	Flavonoids	Flavones	http://www.wikidata.org/entity/Q28298	Apium graveolens	2472.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Apiales']	['Apiaceae']	['Apieae']	['Apium']	['Apium graveolens']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.089915990829468	1
4717	1059	Terpenoids	1.0	Sesquiterpenoids	1.0	Cadinane sesquiterpenoids	1.0	3.0	0.43660474	ISDB	http://www.wikidata.org/entity/Q104993225	FCMSAPXDFYCBGJ-PWJLMRLQSA-N	InChI=1S/C16H20O4/c1-8-6-5-7-10-11(8)9(2)12-14(13(10)19-4)20-15(17)16(12,3)18/h8,18H,5-7H2,1-4H3/t8-,16-/m0/s1	COc1c2c(c(C)c3c1OC(=O)[C@@]3(C)O)[C@@H](C)CCC2	C16H20O4		276.13615912	radulifolin B	FCMSAPXDFYCBGJ	Terpenoids	Sesquiterpenoids	Cadinane sesquiterpenoids	http://www.wikidata.org/entity/Q15600164	Psacalium radulifolium	6056988.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Senecioneae']	['Psacalium']	['Psacalium radulifolium']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	3	7.2464189529418945	1
4716	353	Terpenoids	1.0	Monoterpenoids	1.0	Fenchane monoterpenoids	1.0	20.0	0.5957634	ISDB	http://www.wikidata.org/entity/Q414784	LHXDLQBQYFFVNW-UHFFFAOYSA-N	InChI=1S/C10H16O/c1-9(2)7-4-5-10(3,6-7)8(9)11/h7H,4-6H2,1-3H3	CC12CCC(C1)C(C)(C)C2=O	C10H16O		152.120115132	Fenchone	LHXDLQBQYFFVNW	Terpenoids	Monoterpenoids	Fenchane monoterpenoids	http://www.wikidata.org/entity/Q10998	Solanum tuberosum	494835.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum tuberosum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum tuberosum']	9	3	12.883053541183472	1
4707	61	Fatty acids	0.3870967741935484	Fatty esters	0.2903225806451613	Fatty acyl carnitines	0.2903225806451613	3.0	0.41474688	ISDB	http://www.wikidata.org/entity/Q105235332	RFENQHCDYDELRG-FSSGBPHASA-N	InChI=1S/C27H43NO4/c1-15-24-22(32-27(15)9-6-16(14-29)13-28-27)11-21-19-5-4-17-10-18(30)7-8-25(17,2)20(19)12-23(31)26(21,24)3/h4,15-16,18-24,28-31H,5-14H2,1-3H3/t15-,16+,18-,19+,20-,21-,22-,23+,24-,25-,26+,27+/m0/s1	C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC=C5C[C@@H](O)CC[C@]5(C)[C@H]4C[C@@H](O)[C@]23C)O[C@]12CC[C@@H](CO)CN2	C27H43NO4		445.31920885599993	(1R,2S,4S,5'R,6R,7S,8R,9S,10R,12S,13R,16S)-5'-(hydroxymethyl)-7,9,13-trimethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-piperidine]-10,16-diol	RFENQHCDYDELRG	Alkaloids	Pseudoalkaloids	Steroidal alkaloids	http://www.wikidata.org/entity/Q146400	Solanum nigrum	494831.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum nigrum']		['Eukaryota']									1	0	2.658987522125244	1
4705	125	Shikimates and Phenylpropanoids	0.75	Flavonoids	0.75	Flavan-3-ols	0.75	1.0	0.64505297	ISDB	http://www.wikidata.org/entity/Q23050136	PFTAWBLQPZVEMU-UKRRQHHQSA-N	InChI=1S/C15H14O6/c16-8-4-11(18)9-6-13(20)15(21-14(9)5-8)7-1-2-10(17)12(19)3-7/h1-5,13,15-20H,6H2/t13-,15-/m1/s1	Oc1cc(O)c2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@H](O)C2	C15H14O6		290.07903816799995	(-)-Epicatechin	PFTAWBLQPZVEMU	Shikimates and Phenylpropanoids	Flavonoids	Flavan-3-ols	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']			7	3	11.080211877822876	1
4696	601	Terpenoids	1.0	Steroids	1.0	Cholestane steroids	1.0	13.0	0.23538125	ISDB	http://www.wikidata.org/entity/Q105156886	LTDDELFZQAJPOQ-YBNKPEGMSA-N	InChI=1S/C27H40O2/c1-6-17(2)7-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h7-8,16-18,20-22,28H,6,9-15H2,1-5H3/b8-7+/t17-,18-,20-,21+,22-,26-,27+/m0/s1	CC[C@H](C)/C=C/[C@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)CC1=CC3=O	C27H40O2		396.30283052	(3S,10S,13R,14R,17R)-3-hydroxy-10,13-dimethyl-17-[(E,2S,5S)-5-methylhept-3-en-2-yl]-1,2,3,4,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-7-one	LTDDELFZQAJPOQ	Terpenoids	Steroids	Cholestane steroids	http://www.wikidata.org/entity/Q4116628	Topsentia	303880.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Suberitida']	['Halichondriidae']	['Unknown']	['Topsentia']	['Unknown']		['Eukaryota']	['Metazoa']								2	3	4.441524982452393	1
4695	370	Fatty acids	0.7692307692307693	Glycerophospholipids	0.7692307692307693	Glycerophosphocholines	0.7692307692307693	1.0	0.7489373	ISDB	http://www.wikidata.org/entity/Q27088173	YAMUFBLWGFFICM-PTGWMXDISA-N	InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/b13-12-/t25-/m1/s1	CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C26H52NO7P		521.348139634	1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine	YAMUFBLWGFFICM	Fatty acids	Glycerophospholipids	Glycerophosphocholines	http://www.wikidata.org/entity/Q33244	Trypanosoma brucei	494245.0	['Eukaryota']	['Unknown']	['Unknown']	['Unknown']	['Kinetoplastea']	['Unknown']	['Unknown']	['Trypanosoma']	['Trypanosoma brucei']											0	3	4.495749235153198	1
4688	576	Alkaloids	0.6	Tyrosine alkaloids	0.4	Isoquinoline alkaloids	0.4	1.0	0.6182823	ISDB	http://www.wikidata.org/entity/Q105034280	HVIMVQHOZNMSQC-XMIBNAOQSA-N	InChI=1S/C19H23NO4/c1-20-9-8-11-10-15(22-2)19(23-3)17-13-6-4-12(21)5-7-14(24-13)18(20)16(11)17/h6-7,10,12,18,21H,4-5,8-9H2,1-3H3/b13-6+,14-7?/t12-,18+/m0/s1	COc1cc2c3c(c1OC)/C1=C\C[C@H](O)CC=C(O1)[C@H]3N(C)CC2	C19H23NO4		329.162708216	(2E,5S,9S)-15,16-dimethoxy-10-methyl-18-oxa-10-azatetracyclo[7.7.1.12,8.013,17]octadeca-1(17),2,7,13,15-pentaen-5-ol	HVIMVQHOZNMSQC	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	http://www.wikidata.org/entity/Q7214925	Stephania longa	567682.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Menispermaceae']	['Cissampelideae']	['Stephania']	['Stephania longa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']					5	3	8.973129272460938	1
4685	258	Amino acids and Peptides	0.3	Small peptides	0.3	Dipeptides	0.2	1.0	0.3520156	ISDB	http://www.wikidata.org/entity/Q752685	YDGMGEXADBMOMJ-LURJTMIESA-N	InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)/t6-/m0/s1	CN(C)C(=N)NCCC[C@H](N)C(=O)O	C8H18N4O2		202.142975816	N,N-dimethylarginine	YDGMGEXADBMOMJ	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q130888	Drosophila melanogaster	505714.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Diptera']	['Drosophilidae']	['Drosophilini']	['Drosophila']	['Drosophila melanogaster']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']						4	2	6.40806245803833	1
4680	561	Shikimates and Phenylpropanoids	1.0	Tryptophan alkaloids	1.0	Cinnamic acids and derivatives	0.8	3.0	0.0	MS1_match	http://www.wikidata.org/entity/Q1241221	GPSDUZXPYCFOSQ-UHFFFAOYSA-N	InChI=1S/C8H8O2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3,(H,9,10)	Cc1cccc(C(=O)O)c1	C8H8O2	pos_1_1proton2acetonitrile	136.052429496	M-Toluic acid	GPSDUZXPYCFOSQ	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q161098	Triticum aestivum	31926.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Triticeae']	['Triticum']	['Triticum aestivum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Triticeae']	['Triticum']	['Triticum aestivum']	9	1	9.5	1
4678	9	Terpenoids	0.8412698412698413	Sesquiterpenoids	0.6507936507936508	Cadinane sesquiterpenoids	0.5555555555555556	10.0	0.6260267	ISDB	http://www.wikidata.org/entity/Q104253247	CUUMXRBKJIDIAY-ZDUSSCGKSA-N	InChI=1S/C15H20/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h5-7,9-10,13H,8H2,1-4H3/t13-/m0/s1	CC1=CC[C@@H](C(C)C)c2cc(C)ccc21	C15H20		200.15650064	alpha-Calacorene	CUUMXRBKJIDIAY	Terpenoids	Sesquiterpenoids	Cadinane sesquiterpenoids	http://www.wikidata.org/entity/Q135671	Croton eluteria	426172.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Euphorbiaceae']	['Crotoneae']	['Croton']	['Croton cascarilloides']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Euphorbiaceae']				6	3	10.004106760025024	1
4676	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27108245	KHSCYOFDKADJDJ-UHFFFAOYSA-N	InChI=1S/C19H22O6/c1-8-5-14(24-18(22)9(2)7-20)16-11(4)19(23)25-17(16)15-10(3)13(21)6-12(8)15/h12-17,20-21H,1-7H2	C=C(CO)C(=O)OC1CC(=C)C2CC(O)C(=C)C2C2OC(=O)C(=C)C12	C19H22O6	pos_2MH	346.14163842399995	Saupirin	KHSCYOFDKADJDJ	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q11180369	Saussurea neoserrata	1021278.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Saussurea']	['Saussurea neoserrata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
4676	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104252635	GMSCGNDWWHJSIY-UJAQHVGQSA-N	InChI=1S/C19H22O6/c1-8-5-13(24-18(22)19(4)7-23-19)15-10(3)17(21)25-16(15)14-9(2)12(20)6-11(8)14/h11-16,20H,1-3,5-7H2,4H3/t11-,12-,13-,14-,15+,16+,19-/m0/s1	C=C1C(=O)O[C@@H]2[C@H]3C(=C)[C@@H](O)C[C@H]3C(=C)C[C@H](OC(=O)[C@]3(C)CO3)[C@@H]12	C19H22O6	pos_2MH	346.141638424	15-Deoxyrepin	GMSCGNDWWHJSIY	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q15597816	Psephellus carthalinicus	3894419.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Psephellus']	['Psephellus carthalinicus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
4676	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105202836	OXOPCSJXUOZWDB-LSYIGHHSSA-N	InChI=1S/C19H22O6/c1-8(2)17(21)24-12-5-9(3)11-6-13(20)19(7-23-19)15(11)16-14(12)10(4)18(22)25-16/h11-16,20H,1,3-7H2,2H3/t11-,12-,13-,14+,15-,16+,19+/m0/s1	C=C(C)C(=O)O[C@H]1CC(=C)[C@@H]2C[C@H](O)[C@]3(CO3)[C@@H]2[C@@H]2OC(=O)C(=C)[C@@H]21	C19H22O6	pos_2MH	346.141638424	(3aR,3abeta,6abeta,9R,9abeta,9bbeta)-3a,4,5,6,6a,7,9a,9b-Octahydro-4beta-(methacryloyloxy)-8alpha-hydroxy-3,6-dimethylenespiro[azuleno[4,5-b]furan-9(8H),2'-oxiran]-2(3H)-one	OXOPCSJXUOZWDB	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q15599914	Ptilostemon diacantha	1068548.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Ptilostemon']	['Ptilostemon diacanthus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
4676	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104252617	MRBKKNMFILNDIF-UHFFFAOYSA-N	InChI=1S/C19H22O6/c1-7(2)18(22)24-11-6-8(3)12-14(9(4)15(20)16(12)21)17-13(11)10(5)19(23)25-17/h11-17,20-21H,1,3-6H2,2H3	C=C(C)C(=O)OC1CC(=C)C2C(O)C(O)C(=C)C2C2OC(=O)C(=C)C12	C19H22O6	pos_2MH	346.141638424	(7,8-Dihydroxy-3,6,9-trimethylidene-2-oxo-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-4-yl) 2-methylprop-2-enoate	MRBKKNMFILNDIF	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q15554648	Cousinia canescens	13141.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Cousinia']	['Cousinia canescens']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
4676	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105203108	OYBRIQSXJOQPQF-PHPOFCCKSA-N	InChI=1S/C19H22O6/c1-8-5-12(21)14-9(2)6-13(24-18(22)10(3)7-20)16-11(4)19(23)25-17(16)15(8)14/h12-17,20-21H,1-7H2/t12-,13+,14-,15+,16-,17-/m1/s1	C=C(CO)C(=O)O[C@H]1CC(=C)[C@H]2[C@H](C(=C)C[C@H]2O)[C@H]2OC(=O)C(=C)[C@@H]21	C19H22O6	pos_2MH	346.141638424	[(3aR,4S,6aR,7R,9aR,9bR)-7-hydroxy-3,6,9-trimethylidene-2-oxo-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-4-yl] 2-(hydroxymethyl)prop-2-enoate	OYBRIQSXJOQPQF	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q12846085	Acroptilon repens	935654.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Rhaponticum']	['Rhaponticum repens']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
4676	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105117616	IPZJSGMDGJTDNK-NQLMQOPMSA-N	InChI=1S/C19H22O6/c1-8-5-14-16(11(4)19(23)24-14)17(25-18(22)9(2)7-20)15-10(3)13(21)6-12(8)15/h12-17,20-21H,1-7H2/t12-,13-,14-,15-,16+,17+/m0/s1	C=C(CO)C(=O)O[C@@H]1[C@H]2C(=C)[C@@H](O)C[C@H]2C(=C)C[C@@H]2OC(=O)C(=C)[C@@H]12	C19H22O6	pos_2MH	346.14163842399995	Hemistepsin	IPZJSGMDGJTDNK	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q15548120	Hemisteptia lyrata	733911.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Hemisteptia']	['Hemisteptia lyrata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
4676	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105255789	SLZZSZNKFRLTEG-UJAQHVGQSA-N	InChI=1S/C19H22O6/c1-8-5-12(20)15-10(3)17(21)25-16(15)14-9(2)13(6-11(8)14)24-18(22)19(4)7-23-19/h11-16,20H,1-3,5-7H2,4H3/t11-,12-,13-,14-,15+,16+,19-/m0/s1	C=C1C(=O)O[C@@H]2[C@H]3C(=C)[C@@H](OC(=O)[C@]4(C)CO4)C[C@H]3C(=C)C[C@H](O)[C@@H]12	C19H22O6	pos_2MH	346.141638424	[(3aR,4S,6aR,8S,9aR,9bR)-4-hydroxy-3,6,9-trimethylidene-2-oxo-3a,4,5,6a,7,8,9a,9b-octahydroazuleno[4,5-b]furan-8-yl] (2S)-2-methyloxirane-2-carboxylate	SLZZSZNKFRLTEG	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q2311785	Centaurea salonitana	262330.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Centaurea']	['Centaurea salonitana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
