feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
5665	396	Alkaloids	0.4	Ornithine alkaloids	0.4	Polyamines	0.4	1.0	0.5261578	ISDB									XPIMOOLZEIEDTA							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.104631185531616	1
5659	195	Shikimates and Phenylpropanoids	0.5714285714285714	Naphthalenes	0.35714285714285715	Ergostane steroids	0.14285714285714285	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27135222	PQQRNPDHSJDAGV-HQSXISOASA-N	InChI=1S/C28H38O13/c1-36-16-7-13(8-17(37-2)22(16)31)20-15(11-40-28-26(35)25(34)23(32)19(10-30)41-28)14(9-29)5-12-6-18(38-3)24(33)27(39-4)21(12)20/h6-8,14-15,19-20,23,25-26,28-35H,5,9-11H2,1-4H3/t14-,15-,19+,20+,23+,25-,26+,28+/m0/s1	COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O	C28H38O13	pos_1_1proton1ammonium	582.2312412759999	(+)-lyoniresinol-3-alpha-O-beta-D-glucopyranoside	PQQRNPDHSJDAGV	Shikimates and Phenylpropanoids	Lignans	Arylnaphthalene and aryltetralin lignans	http://www.wikidata.org/entity/Q141303	Lycium chinense	58730.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Lycieae']	['Lycium']	['Lycium chinense']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']				6	1	6.5	1
5657	1148	Shikimates and Phenylpropanoids	1.0	Phenanthrenoids	1.0	Phenanthrenes	1.0	12.0	0.0	MS1_match	http://www.wikidata.org/entity/Q179724	UFWIBTONFRDIAS-UHFFFAOYSA-N	InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H	c1ccc2ccccc2c1	C10H8	pos_1_1proton1isopropanol	128.062600256	Naphthalene	UFWIBTONFRDIAS	Shikimates and Phenylpropanoids	Phenanthrenoids	Phenanthrenes	http://www.wikidata.org/entity/Q1380	Capsicum annuum	473836.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Capsiceae']	['Capsicum']	['Capsicum annuum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']				6	3	7.5	1
5656	569	Alkaloids	0.625	Pseudoalkaloids	0.5	Steroidal alkaloids	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27108303	SSDNUGHQUZHHEE-YGUMODFPSA-N	InChI=1S/C27H48N2O2/c1-15-11-23(31)25(29-14-15)16(2)24-22(30)13-21-19-6-5-17-12-18(28)7-9-26(17,3)20(19)8-10-27(21,24)4/h15-25,29-31H,5-14,28H2,1-4H3/t15-,16+,17+,18+,19-,20+,21+,22-,23+,24+,25-,26+,27+/m1/s1	C[C@H]1CN[C@H]([C@@H](C)[C@H]2[C@H](O)C[C@H]3[C@@H]4CC[C@H]5C[C@@H](N)CC[C@]5(C)[C@H]4CC[C@]23C)[C@@H](O)C1	C27H48N2O2	pos_1_minus1proton2potassium	432.371578776	Solacapine	SSDNUGHQUZHHEE	Alkaloids	Pseudoalkaloids	Steroidal alkaloids	http://www.wikidata.org/entity/Q1475749	Solanum pseudocapsicum	121218.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum pseudocapsicum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']		8	3	9.5	1
5654	57	Alkaloids	1.0	Tyrosine alkaloids	1.0	Isoquinoline alkaloids	0.8	1.0	0.81603366	ISDB	http://www.wikidata.org/entity/Q105133573	JQOTXJRWMCMWBT-SLFFLAALSA-N	InChI=1S/C20H19NO6/c1-21-5-4-10-6-14-15(26-8-25-14)7-12(10)20(21)18(22)11-2-3-13-17(27-9-24-13)16(11)19(20)23/h2-3,6-7,18-19,22-23H,4-5,8-9H2,1H3/t18-,19-,20+/m0/s1	CN1CCc2cc3c(cc2[C@]12[C@@H](O)c1ccc4c(c1[C@@H]2O)OCO4)OCO3	C20H19NO6		369.121237328	(6S,7R,8S)-6'-methylspiro[6,8-dihydrocyclopenta[g][1,3]benzodioxole-7,5'-7,8-dihydro-[1,3]dioxolo[4,5-g]isoquinoline]-6,8-diol	JQOTXJRWMCMWBT	Alkaloids	Tyrosine alkaloids	Isoquinoline alkaloids	http://www.wikidata.org/entity/Q15336724	Corydalis vaginans	5727950.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Papaveraceae']	['Unknown']	['Corydalis']	['Corydalis vaginans']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Papaveraceae']				6	3	10.764134645462036	1
5651	-1							1.0	0.91664183	ISDB	http://www.wikidata.org/entity/Q104402222	YGSIRXHFAUFUEJ-GPTQDWHKSA-N	InChI=1S/C12H16O8/c1-5-11(6(14)2-3-18-5)20-12-10(17)9(16)8(15)7(4-13)19-12/h2-3,7-10,12-13,15-17H,4H2,1H3/t7-,8-,9+,10-,12+/m1/s1	Cc1occc(=O)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	C12H16O8		288.084517472	Dianthoside	YGSIRXHFAUFUEJ	Polyketides	Cyclic polyketides	4-pyrone derivatives	http://www.wikidata.org/entity/Q932516	Turnera diffusa	92073.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']	['Passifloraceae']	['Unknown']	['Turnera']	['Turnera diffusa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malpighiales']					5	0	8.666567325592041	1
5650	-1							1.0	0.27682978	ISDB	http://www.wikidata.org/entity/Q105306485	WITGZKZTBTXECL-USPPIBIUSA-N	InChI=1S/C26H36O10/c1-14-6-10-25-11-8-17(26(25,33)12-7-14)24(3,36-23(25)32)9-4-5-15(2)21(31)35-22-20(30)19(29)18(28)16(13-27)34-22/h4-6,9,16-20,22,27-30,33H,7-8,10-13H2,1-3H3/b9-4+,15-5+/t16-,17+,18-,19+,20-,22+,24-,25-,26+/m1/s1	CC1=CC[C@@]23CC[C@@H]([C@@](C)(/C=C/C=C(\C)C(=O)O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)OC2=O)[C@@]3(O)CC1	C26H36O10		508.2308473519998	deacetylpseudolaric acid A O-beta-d-glucopyranoside	WITGZKZTBTXECL	Terpenoids			http://www.wikidata.org/entity/Q147439	Larix kaempferi	154040.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Unknown']	['Pinales']	['Pinaceae']	['Unknown']	['Larix']	['Larix kaempferi']		['Eukaryota']	['Archaeplastida']	['Streptophyta']							3	0	4.107319116592407	1
5647	98	Alkaloids	0.5625	Ornithine alkaloids	0.5	Polyamines	0.5	2.0	0.5597318	ISDB	http://www.wikidata.org/entity/Q115947014	UKDQTQBQRCLXJK-UHFFFAOYSA-N	InChI=1S/C25H33N3O6/c29-20-8-4-18(16-22(20)31)6-10-24(33)27-14-2-1-12-26-13-3-15-28-25(34)11-7-19-5-9-21(30)23(32)17-19/h4-5,7-9,11,16-17,26,29-32H,1-3,6,10,12-15H2,(H,27,33)(H,28,34)	O=C(C=Cc1ccc(O)c(O)c1)NCCCNCCCCNC(=O)CCc1ccc(O)c(O)c1	C25H33N3O6		471.236935776		UKDQTQBQRCLXJK	Alkaloids	Ornithine alkaloids	Polyamines	http://www.wikidata.org/entity/Q10998	Solanum tuberosum	494835.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum tuberosum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum tuberosum']	9	3	12.738927125930786	1
5646	303	Shikimates and Phenylpropanoids	1.0	Phenylpropanoids (C6-C3)	0.75	Cinnamic acids and derivatives	0.75	45.0	0.0	MS1_match	http://www.wikidata.org/entity/Q99374	NGSWKAQJJWESNS-ZZXKWVIFSA-N	InChI=1S/C9H8O3/c10-8-4-1-7(2-5-8)3-6-9(11)12/h1-6,10H,(H,11,12)/b6-3+	O=C(O)/C=C/c1ccc(O)cc1	C9H8O3	pos_2MH	164.047344116	4-Hydroxycinnamic acid	NGSWKAQJJWESNS	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q161098	Triticum aestivum	31926.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Triticeae']	['Triticum']	['Triticum aestivum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Triticeae']	['Triticum']	['Triticum aestivum']	9	3	10.5	1
5646	303	Shikimates and Phenylpropanoids	1.0	Phenylpropanoids (C6-C3)	0.75	Cinnamic acids and derivatives	0.75	45.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27102874	PMOWTIHVNWZYFI-UHFFFAOYSA-N	InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)	O=C(O)C=Cc1ccccc1O	C9H8O3	pos_2MH	164.047344116	ortho-Hydroxycinnamic acid	PMOWTIHVNWZYFI	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q161098	Triticum aestivum	31926.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Triticeae']	['Triticum']	['Triticum aestivum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Poales']	['Poaceae']	['Triticeae']	['Triticum']	['Triticum aestivum']	9	3	10.5	1
5645	-1							1.0	0.58686566	ISDB	http://www.wikidata.org/entity/Q104392492	UYLFIIUIXMINML-UHFFFAOYSA-N	InChI=1S/C13H18N2O/c14-10-4-5-11-15-13(16)9-8-12-6-2-1-3-7-12/h1-3,6-9H,4-5,10-11,14H2,(H,15,16)	NCCCCNC(=O)C=Cc1ccccc1	C13H18N2O		218.141913196	Cinnamoyl putrescine	UYLFIIUIXMINML	Alkaloids	Ornithine alkaloids	Polyamines	http://www.wikidata.org/entity/Q254080	Hyoscyamus muticus	689845.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Hyoscyameae']	['Hyoscyamus']	['Hyoscyamus muticus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']				6	0	8.34746265411377	1
5644	29	Shikimates and Phenylpropanoids	0.5185185185185185	Flavonoids	0.48148148148148145	Flavonols	0.3333333333333333	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q110183829	UXXAEVMOIUAYQT-BDOJHUBJSA-N	InChI=1S/C22H22O11/c1-8-16(26)18(28)19(29)22(31-8)33-21-17(27)15-12(25)6-10(23)7-14(15)32-20(21)9-3-4-11(24)13(5-9)30-2/h3-8,16,18-19,22-26,28-29H,1-2H3/t8?,16-,18?,19-,22-/m0/s1	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2OC(C)[C@H](O)C(O)[C@@H]2O)ccc1O	C22H22O11	pos_1_1proton	462.116211524	Isorhamnetin 3-rhamnoside	UXXAEVMOIUAYQT	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']			7	3	8.5	1
5641	925	Shikimates and Phenylpropanoids	1.0	Phenylpropanoids (C6-C3)	1.0	Cinnamic acids and derivatives	1.0	1.0	0.40001544	ISDB	http://www.wikidata.org/entity/Q104920649	AXMVYSVVTMKQSL-OWOJBTEDSA-N	InChI=1S/C9H8O3/c10-5-1-2-7-3-4-8(11)9(12)6-7/h1-6,11-12H/b2-1+	O=C/C=C/c1ccc(O)c(O)c1	C9H8O3		164.047344116	Caffeic aldehyde	AXMVYSVVTMKQSL	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q306939	Apis cerana	625771.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hymenoptera']	['Apidae']	['Apini']	['Apis']	['Apis cerana']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']						4	3	7.100061774253845	1
5640	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104402820	ZOQZWYXGJUDJFV-OSLXHZNNSA-N	InChI=1S/C17H20O5/c1-7-5-12(19)15-9(3)17(20)22-16(15)14-8(2)13(6-11(7)14)21-10(4)18/h11-16,19H,1-3,5-6H2,4H3/t11-,12-,13-,14-,15+,16+/m0/s1	C=C1C(=O)O[C@@H]2[C@H]3C(=C)[C@@H](OC(C)=O)C[C@H]3C(=C)C[C@H](O)[C@@H]12	C17H20O5	pos_1_1proton1ammonium	304.13107374	Kandavanolide	ZOQZWYXGJUDJFV	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q15562573	Centaurea acaulis	202719.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Centaurea']	['Centaurea glomerata']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
5640	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105329216	XJUFXNXZZRHROZ-SSHUMNHMSA-N	InChI=1S/C15H20O5/c1-7-3-4-10-13(20-14(18)15(10,19)6-16)12-8(2)11(17)5-9(7)12/h8-10,12-13,16,19H,1,3-6H2,2H3/t8-,9+,10-,12+,13+,15+/m1/s1	C=C1CC[C@@H]2[C@H](OC(=O)[C@]2(O)CO)[C@H]2[C@H](C)C(=O)C[C@@H]12	C15H20O5	pos_1_1proton1acetonitrile	280.13107374	4beta,15-Dihydro-3-dehydrosolstitialin A	XJUFXNXZZRHROZ	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q15563251	Centaurea behen	193978.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Centaurea']	['Centaurea behen']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
5640	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105367928	YXNSRUQZUQFDQO-HZTOAZILSA-N	InChI=1S/C15H20O5/c1-7-3-4-9-8(2)14(18)20-13(9)12-10(7)5-11(17)15(12,19)6-16/h8-10,12-13,16,19H,1,3-6H2,2H3/t8-,9-,10-,12-,13-,15+/m0/s1	C=C1CC[C@@H]2[C@H](OC(=O)[C@H]2C)[C@@H]2[C@H]1CC(=O)[C@]2(O)CO	C15H20O5	pos_1_1proton1acetonitrile	280.13107374	(3S,3abeta,6abeta,9abeta,9balpha)-3beta-Methyl-6-methylene-9beta-hydroxy-9-(hydroxymethyl)octahydroazuleno[4,5-b]furan-2,8(3H,4H)-dione	YXNSRUQZUQFDQO	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q15569531	Centaurea musimomum	7613252.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Centaurea']	['Centaurea musimomum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
5640	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105157088	LTPWXJPRGRSAIO-IUBWNAFWSA-N	InChI=1S/C15H20O5/c1-8-9-6-11-10(4-5-14(11,2)17)15(3,20-18)7-12(9)19-13(8)16/h4,9,11-12,17-18H,1,5-7H2,2-3H3/t9-,11+,12-,14-,15+/m1/s1	C=C1C(=O)O[C@@H]2C[C@](C)(OO)C3=CC[C@@](C)(O)[C@H]3C[C@H]12	C15H20O5	pos_1_1proton1acetonitrile	280.13107374	(3aR,5S,8R,8aS,9aR)-5-hydroperoxy-8-hydroxy-5,8-dimethyl-1-methylidene-3a,4,7,8a,9,9a-hexahydroazuleno[6,5-b]furan-2-one	LTPWXJPRGRSAIO	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q42689691	Klasea latifolia	657106.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Klasea']	['Klasea latifolia']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
5640	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104400053	LWOZDCFSMDBOSA-AQEIEYEASA-N	InChI=1S/C15H20O5/c1-7-3-4-10-13(20-14(18)15(10,19)6-16)12-8(2)11(17)5-9(7)12/h9-13,16-17,19H,1-6H2/t9-,10+,11-,12-,13-,15-/m0/s1	C=C1[C@@H]2[C@H]3OC(=O)[C@](O)(CO)[C@@H]3CCC(=C)[C@@H]2C[C@@H]1O	C15H20O5	pos_1_1proton1acetonitrile	280.13107374	Solstitialin	LWOZDCFSMDBOSA	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q2068262	Centaurea solstitialis	852752.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Centaurea']	['Centaurea solstitialis']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
5640	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105132849	JPJJVAXMKUXVAG-NUNXZZDCSA-N	InChI=1S/C15H20O5/c1-8-6-11-10(9(2)13(16)19-11)7-12-14(3,17)4-5-15(8,12)20-18/h10-12,17-18H,1-2,4-7H2,3H3/t10-,11+,12+,14-,15+/m1/s1	C=C1C(=O)O[C@H]2CC(=C)[C@@]3(OO)CC[C@@](C)(O)[C@@H]3C[C@H]12	C15H20O5	pos_1_1proton1acetonitrile	280.13107374	(3aR)-5alpha-Hydroxy-7abeta-(hydroperoxy)-3,8-bismethylene-5-methyl-3aalpha,4,4aalpha,5,6,7,7a,8,9,9abeta-decahydroazuleno[6,5-b]furan-2(3H)-one	JPJJVAXMKUXVAG	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q42689691	Klasea latifolia	657106.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Klasea']	['Klasea latifolia']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
5640	71	Terpenoids	0.9464285714285714	Sesquiterpenoids	0.8571428571428571	Guaiane sesquiterpenoids	0.6964285714285714	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105377663	ZIYAVSIQJMDPSW-IWFYUHSVSA-N	InChI=1S/C15H20O5/c1-5-8-4-9(16)6(2)10(8)14-11(13(18)12(5)17)7(3)15(19)20-14/h6-8,10-14,17-18H,1,4H2,2-3H3/t6-,7+,8+,10+,11-,12+,13-,14-/m1/s1	C=C1[C@H](O)[C@H](O)[C@@H]2[C@H](OC(=O)[C@H]2C)[C@H]2[C@H](C)C(=O)C[C@@H]12	C15H20O5	pos_1_1proton1acetonitrile	280.13107374	(3S,3aR,4R,5S,6aR,9S,9aR,9bR)-4,5-dihydroxy-3,9-dimethyl-6-methylidene-3a,4,5,6a,7,9,9a,9b-octahydro-3H-azuleno[4,5-b]furan-2,8-dione	ZIYAVSIQJMDPSW	Terpenoids	Sesquiterpenoids	Guaiane sesquiterpenoids	http://www.wikidata.org/entity/Q32856915	Volutaria tubuliflora	3894371.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']	['Volutaria']	['Volutaria tubuliflora']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Cardueae']			7	3	8.5	1
5628	-1							3.0	0.44758967	ISDB	http://www.wikidata.org/entity/Q27137471	CVVBJPYJIWDRMQ-FVRSRKCVSA-N	InChI=1S/C30H40O8/c1-18-12-19(2)15-24(31)30(34)27-17-26(25(37-27)11-10-23-14-20(3)16-29(33)36-23)38-28(32)9-5-7-21-6-4-8-22(13-18)35-21/h4-6,9-11,16,18,21-27,30-31,34H,2,7-8,12-15,17H2,1,3H3/b9-5-,11-10+/t18-,21-,22-,23+,24-,25-,26-,27+,30-/m0/s1	C=C1C[C@H](C)C[C@@H]2CC=C[C@@H](C/C=C\C(=O)O[C@H]3C[C@@H](O[C@H]3/C=C/[C@@H]3CC(C)=CC(=O)O3)[C@@H](O)[C@@H](O)C1)O2	C30H40O8		528.2723182399999	fijianolide D	CVVBJPYJIWDRMQ				http://www.wikidata.org/entity/Q1840585	Cacospongia mycofijiensis	636644.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Dictyoceratida']	['Thorectidae']	['Unknown']	['Cacospongia']	['Cacospongia mycofijiensis']		['Eukaryota']	['Metazoa']								2	0	3.7903586626052856	1
5627	141							1.0	0.65107566	ISDB									NABYCXSHQMCCEZ							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.6043026447296143	1
5625	629	Terpenoids	1.0	Apocarotenoids	1.0	Apocarotenoids (β-)	1.0	4.0	0.41435677	ISDB	http://www.wikidata.org/entity/Q416126	POIARNZEYGURDG-FNORWQNLSA-N	InChI=1S/C13H18O/c1-5-7-11(14)12-10(2)8-6-9-13(12,3)4/h5-8H,9H2,1-4H3/b7-5+	C/C=C/C(=O)C1=C(C)C=CCC1(C)C	C13H18O		190.135765196	Damascenone	POIARNZEYGURDG	Terpenoids	Apocarotenoids	Apocarotenoids (β-)	http://www.wikidata.org/entity/Q23501	Solanum lycopersicum	378964.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']	['Solanum lycopersicum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Solaneae']	['Solanum']		8	3	11.157427072525024	1
5624	-1							34.0	0.54079413	ISDB	http://www.wikidata.org/entity/Q424976	FPIPGXGPPPQFEQ-OVSJKPMPSA-N	InChI=1S/C20H30O/c1-16(8-6-9-17(2)13-15-21)11-12-19-18(3)10-7-14-20(19,4)5/h6,8-9,11-13,21H,7,10,14-15H2,1-5H3/b9-6+,12-11+,16-8+,17-13+	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1	C20H30O		286.22966558	Retinol	FPIPGXGPPPQFEQ	Terpenoids	Apocarotenoids	Apocarotenoids (β-)	http://www.wikidata.org/entity/Q1380	Capsicum annuum	473836.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']	['Capsiceae']	['Capsicum']	['Capsicum annuum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Solanales']	['Solanaceae']				6	0	8.163176536560059	1
5623	43	Terpenoids	0.7647058823529411	Triterpenoids	0.38235294117647056	Lanostane, Tirucallane and Euphane triterpenoids	0.35294117647058826	3.0	0.21456511	ISDB	http://www.wikidata.org/entity/Q27137492	OWTUXEJSNHQPGD-UMZIEWCISA-N	InChI=1S/C32H52O6/c1-20(11-14-27-31(7,8)29(37)16-17-32(27,9)38-23(4)33)10-13-24(34)18-22(3)26(35)19-25-21(2)12-15-28(36)30(25,5)6/h10,12,18,24-27,29,34-35,37H,11,13-17,19H2,1-9H3/b20-10+,22-18+/t24-,25-,26+,27+,29+,32+/m1/s1	CC(=O)O[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC/C(C)=C/C[C@@H](O)/C=C(\C)[C@@H](O)C[C@@H]1C(C)=CCC(=O)C1(C)C	C32H52O6		532.3763893839999	Pouogenin A	OWTUXEJSNHQPGD	Terpenoids	Sesterterpenoids	Monocarbocyclic sesterterpenoids	http://www.wikidata.org/entity/Q4116399	Lipastrotethya	2835907.0	['Eukaryota']	['Metazoa']	['Porifera']	['Demospongiae']	['Bubarida']	['Dictyonellidae']	['Unknown']	['Lipastrotethya']	['Unknown']		['Eukaryota']	['Metazoa']								2	1	3.358260452747345	1
