CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
4553	5522	-66.047	0.000	0.7797	0.6324	1
4553	5564	66.047	0.000	0.7450	0.6960	1
4553	5587	-48.021	0.000	0.7377	0.6013	1
4553	5622	-134.094	0.000	0.7344	0.5994	1
4553	5624	-86.073	0.000	0.7669	0.6277	1
4553	5625	10.021	0.000	0.7032	0.6411	1
4555	4598	16.068	0.000	0.8388	0.7231	1
4555	4775	16.031	0.000	0.7846	0.6238	1
4555	4805	3.036	0.000	0.7329	0.6516	1
4555	5570	-9.959	0.000	0.7553	0.5545	1
4555	5636	16.068	0.000	0.7844	0.5394	1
4556	4656	81.021	0.000	0.7913	0.5812	1
4556	4685	51.010	0.000	0.8528	0.5326	1
4556	5091	81.021	0.000	0.7879	0.5834	1
4556	5100	67.005	0.000	0.7732	0.5185	1
4556	5249	81.021	0.000	0.7952	0.6085	1
4556	5330	81.021	0.000	0.7956	0.5919	1
4557	5028	-68.026	0.000	0.7504	0.5698	1
4557	5196	33.131	0.000	0.8113	0.5497	1
4557	5291	-7.931	0.000	0.9240	0.7771	1
4557	5298	19.115	0.000	0.7197	0.4460	1
4557	5594	-25.943	0.000	0.9324	0.7530	1
4557	5602	19.115	0.000	0.7558	0.5454	1
4557	5620	33.130	0.000	0.7837	0.4880	1
4557	5645	65.120	0.000	0.8382	0.6748	1
4557	5665	8.062	0.000	0.9097	0.7030	1
4558	5058	-385.139	0.000	0.8581	0.5480	1
4560	4632	-92.084	0.000	0.7170	0.5561	1
4560	4731	-5.956	0.000	0.7092	0.6383	1
4560	4798	-142.136	0.000	0.7100	0.4407	1
4560	4878	-37.020	0.000	0.7662	0.7270	1
4560	4889	-66.995	0.000	0.7080	0.6112	1
4560	4975	-177.141	0.000	0.7242	0.5412	1
4560	5049	45.058	0.000	0.7398	0.5611	1
4560	5112	-81.048	0.000	0.7467	0.6753	1
4560	5212	-55.031	0.000	0.7069	0.5400	1
4560	5246	87.105	0.000	0.7175	0.5256	1
4560	5268	-53.016	0.000	0.7187	0.6802	1
4560	5301	-92.084	0.000	0.7131	0.5658	1
4560	5508	-6.941	0.000	0.7050	0.6008	1
4560	5622	-111.057	0.000	0.7502	0.5580	1
4561	4692	113.980	0.000	0.7909	0.7291	1
4561	4871	15.977	0.000	0.8040	0.7275	1
4562	4855	164.157	0.000	0.7197	0.6581	1
4562	4878	140.121	0.000	0.7169	0.7157	1
4562	4889	110.146	0.000	0.7616	0.7408	1
4562	4907	20.026	0.000	0.7840	0.7619	1
4562	4975	0.000	0.000	0.7194	0.6334	1
4562	5288	18.010	0.000	0.8531	0.6765	1
4562	5622	66.084	0.000	0.7084	0.6220	1
4563	4924	132.042	0.000	0.9100	0.6672	1
4563	5015	15.995	0.000	0.9135	0.5919	1
4564	5570	-4.006	0.000	0.8859	0.5808	1
4566	4645	-30.010	0.000	0.7612	0.5731	1
4568	4646	42.010	0.000	0.8429	0.6070	1
4568	5460	-395.308	0.000	0.7062	0.5094	1
4568	5468	181.111	0.000	0.7966	0.5721	1
4570	4622	133.114	0.000	0.7200	0.3146	1
4571	4731	-9.984	0.000	0.7945	0.5498	1
4571	4791	-41.956	0.000	0.7047	0.4178	1
4571	5404	4.031	0.000	0.7763	0.5780	1
4571	5459	-9.984	0.000	0.8024	0.5709	1
4571	5508	-10.969	0.000	0.7212	0.6178	1
4572	4658	-115.968	0.000	0.7002	0.2527	1
4572	4779	-106.019	0.000	0.7345	0.3406	1
4572	4808	-105.987	0.000	0.7071	0.4810	1
4572	4868	-78.025	0.000	0.7311	0.4278	1
4572	4879	-78.937	0.000	0.7413	0.3918	1
4572	4924	84.092	0.000	0.7702	0.4532	1
4572	4928	-117.984	0.000	0.7739	0.4518	1
4572	4965	-114.044	0.000	0.7178	0.3626	1
4572	5178	92.047	0.000	0.8511	0.4617	1
4572	5224	-94.019	0.000	0.7622	0.4463	1
4572	5297	-32.114	0.000	0.7701	0.4049	1
4572	5315	-48.146	0.000	0.8058	0.4186	1
4572	5423	54.091	0.000	0.8422	0.3868	1
4572	5646	-92.953	0.000	0.7567	0.4054	1
4572	5667	-86.961	0.000	0.7647	0.3596	1
4573	4605	161.142	0.000	0.7904	0.7331	1
4573	4617	143.132	0.000	0.9128	0.6754	1
4573	4627	-404.057	0.000	0.7946	0.3887	1
4573	4671	161.142	0.000	0.7763	0.7331	1
4573	4725	-174.942	0.000	0.8963	0.5900	1
4573	4733	-58.916	0.000	0.9340	0.5773	1
4573	4802	143.132	0.000	0.9306	0.7124	1
4573	4803	-93.952	0.000	0.8901	0.5525	1
4573	4931	-726.109	0.000	0.8804	0.6165	1
4573	4990	-177.974	0.000	0.9398	0.6124	1
4573	4999	2.016	0.000	0.9320	0.6845	1
4573	5175	-86.911	0.000	0.8623	0.4593	1
4573	5188	-793.030	0.000	0.8204	0.4206	1
4573	5196	73.043	0.000	0.7745	0.5465	1
4573	5209	-192.953	0.000	0.9447	0.7225	1
4573	5308	24.058	0.000	0.7979	0.4642	1
4573	5316	-86.911	0.000	0.8715	0.5353	1
4573	5384	-248.053	0.000	0.7875	0.4858	1
4573	5500	-54.919	0.000	0.7220	0.3262	1
4573	5596	-187.000	0.000	0.8072	0.4443	1
4573	5598	-174.942	0.000	0.8748	0.5763	1
4573	5620	73.042	0.000	0.7371	0.4729	1
4577	4597	134.094	0.000	0.7323	0.7031	1
4577	4614	2.015	0.000	0.7481	0.6641	1
4577	4626	-0.000	0.000	0.9005	0.7816	1
4577	4855	116.083	0.000	0.7027	0.6751	1
4577	4878	92.047	0.000	0.8597	0.7516	1
4577	4889	62.073	0.000	0.7170	0.5843	1
4577	5112	48.020	0.000	0.7019	0.6219	1
4577	5132	2.015	0.000	0.7516	0.6417	1
4577	5212	74.036	0.000	0.7551	0.6992	1
4577	5234	-162.053	0.000	0.9185	0.8242	1
4577	5267	-179.080	0.000	0.9088	0.7543	1
4577	5268	76.052	0.000	0.7142	0.6325	1
4577	5277	75.021	0.000	0.8531	0.6799	1
4577	5356	-5.990	0.000	0.7377	0.7462	1
4577	5420	116.083	0.000	0.7398	0.7290	1
4577	5436	-17.027	0.000	0.7985	0.6434	1
4577	5499	-79.967	0.000	0.7586	0.7023	1
4577	5554	-341.132	0.000	0.8499	0.6942	1
4577	5579	-441.309	0.000	0.7366	0.7096	1
4577	5582	56.099	0.000	0.7379	0.6552	1
4577	5590	2.015	0.000	0.7242	0.6039	1
4577	5622	18.010	0.000	0.8030	0.7560	1
4577	5648	-413.277	0.000	0.7207	0.6456	1
4583	4923	-84.022	0.000	0.7352	0.4225	1
4584	4915	16.990	0.000	0.8546	0.5794	1
4584	5015	-104.070	0.000	0.9027	0.5184	1
4584	5174	9.984	0.000	0.7970	0.6731	1
4584	5454	-103.031	0.000	0.8601	0.6201	1
4584	5564	28.917	0.000	0.7532	0.5272	1
4584	5571	-6.011	0.000	0.7938	0.5646	1
4585	4654	-28.031	0.000	0.8597	0.6984	1
4585	4840	29.985	0.000	0.8472	0.6672	1
4585	4924	0.984	0.000	0.8941	0.7451	1
4585	5025	-13.009	0.000	0.7251	0.5436	1
4585	5144	15.995	0.000	0.7960	0.6874	1
4585	5394	-7.035	0.000	0.7143	0.4485	1
4587	5331	0.000	0.000	1.0000	1.0000	1
4587	5422	-15.974	0.000	0.9425	0.6871	1
4589	4615	246.197	0.000	0.9120	0.6123	1
4589	4647	260.213	0.000	0.9121	0.6475	1
4589	4660	238.229	0.000	0.7570	0.6123	1
4589	4728	238.229	0.000	0.9085	0.6301	1
4589	4729	188.193	0.000	0.9171	0.6410	1
4589	4745	236.214	0.000	0.9117	0.6639	1
4589	4783	246.197	0.000	0.7222	0.6396	1
4589	4804	146.106	0.000	0.8929	0.5860	1
4589	4807	2.017	0.000	0.9068	0.6123	1
4589	4882	272.212	0.000	0.8919	0.5982	1
4589	4913	4.031	0.000	0.9191	0.6341	1
4589	4959	274.229	0.000	0.9190	0.6410	1
4589	4961	2.016	0.000	0.9119	0.5387	1
4589	4976	160.162	0.000	0.9006	0.6410	1
4589	4997	-19.968	0.000	0.8975	0.6123	1
4589	5004	162.177	0.000	0.9133	0.6566	1
4589	5044	258.198	0.000	0.7510	0.6410	1
4589	5065	288.244	0.000	0.9061	0.6123	1
4589	5070	174.179	0.000	0.8371	0.5188	1
4589	5135	214.229	0.000	0.9225	0.6410	1
4589	5192	212.213	0.000	0.9157	0.6863	1
4589	5208	264.244	0.000	0.9101	0.6123	1
4589	5300	-301.072	0.000	0.8669	0.5836	1
4589	5447	6.048	0.000	0.9249	0.6646	1
4589	5448	144.167	0.000	0.8921	0.6103	1
4589	5462	238.229	0.000	0.9171	0.6353	1
4589	5531	234.198	0.000	0.7365	0.6640	1
4589	5591	232.182	0.000	0.8974	0.5995	1
4589	5593	-66.012	0.000	0.8873	0.5798	1
4589	5616	240.245	0.000	0.9196	0.6640	1
4590	4642	224.193	0.000	0.7918	0.7343	1
4590	4974	176.156	0.000	0.8039	0.6408	1
4590	5356	192.167	0.000	0.7447	0.7157	1
4590	5547	-17.003	0.000	0.7336	0.6455	1
4590	5583	-22.986	0.000	0.7135	0.5575	1
4592	5045	41.026	0.000	0.7233	0.5014	1
4594	5172	14.016	0.000	0.9524	0.7032	1
4595	4872	28.031	0.000	0.8954	0.5277	1
4595	4957	30.011	0.000	0.7609	0.4689	1
4595	5180	28.031	0.000	0.8365	0.4475	1
4595	5337	28.031	0.000	0.8365	0.4475	1
4595	5386	-0.000	0.000	0.9180	0.5035	1
4595	5651	204.042	0.000	0.7332	0.4551	1
4596	4839	-38.004	0.000	0.7602	0.4692	1
4596	5223	-14.041	0.000	0.8872	0.6420	1
4596	5380	0.000	0.000	0.9909	0.9247	1
4596	5414	-10.993	0.000	0.7766	0.5736	1
4597	4614	-132.079	0.000	0.7197	0.6491	1
4597	4626	-134.094	0.000	0.7398	0.7653	1
4597	4678	18.010	0.000	0.7637	0.5545	1
4597	4716	66.047	0.000	0.7351	0.7135	1
4597	4743	12.036	0.000	0.7945	0.6184	1
4597	4827	-11.964	0.000	0.7607	0.7186	1
4597	4845	-29.974	0.000	0.7024	0.6766	1
4597	4855	-18.011	0.000	0.7271	0.6994	1
4597	4878	-42.047	0.000	0.7994	0.7321	1
4597	4889	-72.021	0.000	0.7207	0.5809	1
4597	4897	0.000	0.000	0.7399	0.5726	1
4597	4907	-162.142	0.000	0.7027	0.6045	1
4597	4974	-156.094	0.000	0.7035	0.5711	1
4597	5048	-392.293	0.000	0.7193	0.6321	1
4597	5049	40.031	0.000	0.8220	0.6508	1
4597	5071	66.047	0.000	0.7508	0.6977	1
4597	5112	-86.074	0.000	0.7333	0.6600	1
4597	5124	42.120	0.000	0.7171	0.7215	1
4597	5131	-12.000	0.000	0.7168	0.6516	1
4597	5132	-132.080	0.000	0.7702	0.7482	1
4597	5181	-56.026	0.000	0.7730	0.7250	1
4597	5191	10.057	0.000	0.7350	0.6891	1
4597	5277	-59.074	0.000	0.7092	0.6131	1
4597	5352	28.031	0.000	0.7142	0.7620	1
4597	5356	-140.084	0.000	0.7271	0.6912	1
4597	5420	-18.011	0.000	0.8900	0.7894	1
4597	5449	-148.162	0.000	0.7764	0.6479	1
4597	5479	66.047	0.000	0.7456	0.7170	1
4597	5492	22.057	0.000	0.7177	0.7050	1
4597	5522	-48.036	0.000	0.7188	0.6975	1
4597	5536	10.057	0.000	0.7266	0.6661	1
4597	5583	-355.237	0.000	0.7007	0.5725	1
4597	5622	-116.084	0.000	0.7785	0.7364	1
4597	5624	-68.062	0.000	0.7961	0.6888	1
4598	4775	-0.036	0.000	0.9503	0.7355	1
4598	4805	-13.032	0.000	0.8522	0.6501	1
4598	5053	-7.010	0.000	0.8242	0.5906	1
4598	5086	-148.128	0.000	0.8266	0.5133	1
4598	5090	-7.010	0.000	0.7967	0.6348	1
4598	5223	-59.110	0.000	0.7626	0.5289	1
4598	5243	-134.113	0.000	0.8246	0.4877	1
4598	5327	-58.042	0.000	0.8438	0.4892	1
4598	5383	-28.068	0.000	0.7165	0.5694	1
4598	5483	-58.005	0.000	0.7739	0.6760	1
4598	5505	-32.026	0.000	0.7963	0.6204	1
4598	5570	-26.027	0.000	0.9193	0.6840	1
4598	5631	-50.052	0.000	0.8966	0.6671	1
4598	5636	0.000	0.000	0.9636	0.7750	1
4599	4944	0.000	0.000	0.7572	0.5718	1
4605	4617	-18.011	0.000	0.9170	0.7967	1
4605	4624	-192.063	0.000	0.7623	0.6339	1
4605	4671	0.000	0.000	0.9878	0.8774	1
4605	4725	-336.085	0.000	0.7672	0.6955	1
4605	4733	-220.058	0.000	0.8300	0.6911	1
4605	4802	-18.010	0.000	0.9258	0.8408	1
4605	4803	-255.095	0.000	0.7070	0.4737	1
4605	4895	10.969	0.000	0.8362	0.7839	1
4605	4915	15.995	0.000	0.7127	0.5225	1
4605	4931	-887.252	0.000	0.8071	0.6356	1
4605	4963	-106.040	0.000	0.7880	0.6009	1
4605	4990	-339.116	0.000	0.8077	0.6312	1
4605	4999	-159.126	0.000	0.7437	0.5864	1
4605	5049	-16.104	0.000	0.7323	0.6141	1
4605	5053	25.979	0.000	0.8150	0.7160	1
4605	5074	41.974	0.000	0.7646	0.6540	1
4605	5090	25.979	0.000	0.7878	0.7012	1
4605	5124	-14.016	0.000	0.8252	0.6405	1
4605	5136	-14.016	0.000	0.8563	0.7756	1
4605	5174	8.989	0.000	0.7371	0.5225	1
4605	5175	-248.053	0.000	0.7175	0.4509	1
4605	5188	-954.173	0.000	0.7172	0.3910	1
4605	5209	-354.095	0.000	0.8438	0.7408	1
4605	5280	29.938	0.000	0.7885	0.6290	1
4605	5316	-248.053	0.000	0.7526	0.5328	1
4605	5324	-73.053	0.000	0.7831	0.7072	1
4605	5369	-14.016	0.000	0.8463	0.6930	1
4605	5428	-106.041	0.000	0.7957	0.5686	1
4605	5454	-104.026	0.000	0.7773	0.6507	1
4605	5456	28.979	0.000	0.7635	0.6283	1
4605	5492	-34.078	0.000	0.7393	0.5109	1
4605	5598	-336.085	0.000	0.7778	0.6519	1
4609	5014	-14.016	0.000	0.9205	0.7607	1
4609	5340	-162.052	0.000	0.8588	0.7392	1
4610	4781	-86.001	0.000	0.8333	0.6002	1
4610	5096	-46.042	0.000	0.8261	0.6603	1
4611	5367	33.984	0.000	0.7613	0.6055	1
4612	4805	148.089	0.000	0.7757	0.5704	1
4612	4963	22.091	0.000	0.7224	0.5468	1
4612	5090	154.110	0.000	0.7134	0.6329	1
4612	5428	22.090	0.000	0.7411	0.5139	1
4613	4615	13.977	0.000	0.8865	0.6446	1
4613	4647	27.993	0.000	0.8797	0.6013	1
4613	4660	6.009	0.000	0.7176	0.5618	1
4613	4670	-98.074	0.000	0.8046	0.4321	1
4613	4728	6.009	0.000	0.8898	0.6134	1
4613	4729	-44.027	0.000	0.8945	0.6446	1
4613	4745	3.994	0.000	0.8835	0.6220	1
4613	4807	-230.203	0.000	0.8771	0.6446	1
4613	4856	-98.076	0.000	0.8046	0.4321	1
4613	4882	39.992	0.000	0.8694	0.5890	1
4613	4959	42.009	0.000	0.8901	0.6446	1
4613	4976	-72.058	0.000	0.8786	0.6116	1
4613	5004	-70.043	0.000	0.8804	0.5963	1
4613	5044	25.978	0.000	0.7062	0.5136	1
4613	5065	56.024	0.000	0.8896	0.6081	1
4613	5070	-58.041	0.000	0.8312	0.5319	1
4613	5135	-17.991	0.000	0.8874	0.6446	1
4613	5192	-20.007	0.000	0.8777	0.6357	1
4613	5208	32.024	0.000	0.8821	0.6130	1
4613	5448	-88.053	0.000	0.8625	0.5565	1
4613	5462	6.009	0.000	0.8985	0.6459	1
4613	5591	-0.037	0.000	0.8656	0.5483	1
4613	5616	8.025	0.000	0.8820	0.6050	1
4614	4626	-2.016	0.000	0.7327	0.6243	1
4614	4878	90.032	0.000	0.7745	0.6367	1
4614	5048	-260.214	0.000	0.7008	0.6163	1
4614	5049	172.110	0.000	0.7314	0.5739	1
4614	5112	46.005	0.000	0.7142	0.5487	1
4614	5132	-0.001	0.000	0.7782	0.6683	1
4614	5356	-8.005	0.000	0.7353	0.6570	1
4614	5400	106.027	0.000	0.7212	0.6023	1
4614	5449	-16.083	0.000	0.7266	0.5749	1
4614	5590	0.000	0.000	0.8130	0.6931	1
4614	5622	15.995	0.000	0.7991	0.7318	1
4615	4647	14.017	0.000	0.9705	0.8163	1
4615	4660	-7.968	0.000	0.8316	0.8225	1
4615	4670	-112.050	0.000	0.8504	0.4949	1
4615	4695	14.017	0.000	0.7746	0.7481	1
4615	4728	-7.968	0.000	0.9708	0.7428	1
4615	4729	-58.004	0.000	0.9715	0.7645	1
4615	4745	-9.983	0.000	0.9722	0.7967	1
4615	4783	0.001	0.000	0.7948	0.7848	1
4615	4804	-100.091	0.000	0.9201	0.6660	1
4615	4807	-244.180	0.000	0.9727	0.7906	1
4615	4850	-140.041	0.000	0.8498	0.6518	1
4615	4856	-112.053	0.000	0.8504	0.4949	1
4615	4882	26.016	0.000	0.9603	0.8127	1
4615	4913	-242.166	0.000	0.9416	0.6955	1
4615	4959	28.032	0.000	0.9701	0.7711	1
4615	4961	-244.181	0.000	0.9585	0.6682	1
4615	4976	-86.035	0.000	0.9520	0.7219	1
4615	4997	-266.164	0.000	0.9542	0.7648	1
4615	5004	-84.019	0.000	0.9468	0.6553	1
4615	5044	12.001	0.000	0.8163	0.7676	1
4615	5065	42.048	0.000	0.9804	0.8058	1
4615	5070	-72.018	0.000	0.8919	0.6184	1
4615	5135	-31.968	0.000	0.9626	0.7678	1
4615	5192	-33.984	0.000	0.9699	0.7718	1
4615	5208	18.048	0.000	0.9836	0.8449	1
4615	5300	-547.268	0.000	0.9105	0.6728	1
4615	5447	-240.149	0.000	0.9328	0.6966	1
4615	5448	-102.029	0.000	0.9283	0.6703	1
4615	5462	-7.968	0.000	0.9802	0.8259	1
4615	5531	-11.999	0.000	0.8052	0.7576	1
4615	5591	-14.014	0.000	0.9573	0.7149	1
4615	5593	-312.209	0.000	0.9166	0.6516	1
4615	5616	-5.951	0.000	0.9601	0.7939	1
4617	4624	-174.053	0.000	0.8997	0.6180	1
4617	4627	-547.189	0.000	0.7285	0.3990	1
4617	4631	42.011	0.000	0.8163	0.5504	1
4617	4671	18.011	0.000	0.9046	0.7318	1
4617	4717	-96.094	0.000	0.7865	0.5411	1
4617	4725	-318.074	0.000	0.8812	0.7266	1
4617	4733	-202.048	0.000	0.9357	0.7163	1
4617	4802	0.000	0.000	0.9698	0.8184	1
4617	4803	-237.084	0.000	0.8238	0.4737	1
