filename	sample_id	sample_type	source_id	source_taxon	free_text	organ	obvious_unique_macroscopic_specimen	lab_extract	ex_batch_id	ms_UUID	ms_injection_volume	ms_inj_vol	ms_id	al_UUID	al_vol_microliter	ex_UUID	ex_dried_weight	extr_meth	ex_solv_vol_micro	fs_user_created	fs_UUID	qf_sample_name	qf_latitude	qf_longitude	qf_ipen	qf_comment_eco	qf_soil_type	qf_weather	qf_comment_env	qf_herbivory_percent	qf_temperature_celsius	inat_id	inat_quality_grade	inat_uuid	inat_identifications_most_agree	inat_species_guess	inat_identifications_most_disagree	inat_site_id	inat_created_time_zone	inat_observed_time_zone	inat_description	inat_captive	inat_taxon_is_active	inat_taxon_ancestry	inat_taxon_min_species_ancestry	inat_taxon_endemic	inat_taxon_iconic_taxon_id	inat_taxon_min_species_taxon_id	inat_taxon_threatened	inat_taxon_rank_level	inat_taxon_introduced	inat_taxon_native	inat_taxon_parent_id	inat_taxon_rank	inat_taxon_extinct	inat_taxon_id	inat_taxon_ancestor_ids	inat_taxon_default_photo_id	inat_taxon_default_photo_url	inat_taxon_default_photo_flags	inat_taxon_default_photo_square_url	inat_taxon_default_photo_medium_url	inat_taxon_observations_count	inat_taxon_universal_search_rank	inat_taxon_current_synonymous_taxon_ids	inat_taxon_atlas_id	inat_taxon_wikipedia_url	inat_taxon_iconic_taxon_name	inat_taxon_preferred_common_name	inat_ident_taxon_ids	inat_outlinks	inat_faves_count	inat_num_identification_agreements	inat_comments	inat_map_scale	inat_uri	inat_project_ids	inat_community_taxon_id	inat_geojson_type	inat_geojson_coordinates	inat_identifications_count	inat_location	inat_votes	inat_user_id	inat_user_login	inat_user_name	inat_user_observations_count	inat_user_identifications_count	inat_user_journal_posts_count	inat_user_activity_count	inat_user_species_count	inat_user_universal_search_rank	inat_user_roles	inat_identifications_some_agree	inat_project_ids_without_curator_id	inat_place_guess	inat_identifications	inat_project_observations	inat_photos	inat_faves	inat_photo_url	inat_taxon_conservation_status_id	inat_taxon_conservation_status_source_id	inat_taxon_conservation_status_authority	inat_taxon_conservation_status_iucn	inat_emi_external_id	inat_taxon_conservation_status_user_id	inat_taxon_complete_rank	inat_taxon_complete_species_count	method	crop	plot	taxon_search_string	is_approximate_match	is_synonym	matched_name	nomenclature_code	score	search_string	taxon.flags	taxon.is_suppressed	taxon.is_suppressed_from_synth	taxon.name	taxon.ott_id	taxon.rank	taxon.source	taxon.synonyms	taxon.tax_sources	taxon.unique_name	ott_id	organism_otol_kingdom	organism_otol_phylum	organism_otol_class	organism_otol_order	organism_otol_family	organism_otol_genus	organism_otol_species	organism_otol_unique_name	organism_otol_kingdom_ott_id	organism_otol_phylum_ott_id	organism_otol_class_ott_id	organism_otol_order_ott_id	organism_otol_family_ott_id	organism_otol_genus_ott_id	organism_otol_species_ott_id	cohort	domain	infraclass	no rank	section	subclass	subfamily	subgenus	suborder	subphylum	subtribe	superfamily	superorder	tribe	cohort_ott_id	domain_ott_id	infraclass_ott_id	no rank_ott_id	section_ott_id	subclass_ott_id	subfamily_ott_id	subgenus_ott_id	suborder_ott_id	subphylum_ott_id	subtribe_ott_id	superfamily_ott_id	superorder_ott_id	tribe_ott_id	flags	rank
202405171439_HC_fibl_000074_01_01.mzML	fibl_000074_01_01	sample	fibl_000074	Triticum aestivum	classic_sample	leaves	TRUE	fibl_000074_01	dbgi_batch_000008	14f1aa56-a73f-4589-b1a4-43e48e25e6c9	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	4ea0f07e-4ac1-4642-a850-de97948b9a32	120	3ca609d4-a7ff-4c2d-8146-b8ee842a423d	49	MeOH/H2O	1700	175a7812-6024-4708-b3db-93223c778fb3	cfaafef7-0c14-4e99-a680-c4d6a586b79b	Triticum aestivum	47.50244	7.53912								208863352	casual	a3b06c24-fd08-4ff9-81d1-c5e988d4f86a	FALSE	Bread Wheat	FALSE	1	Europe/Zurich	Europe/Zurich		TRUE	TRUE	48460/47126/211194/47125/47163/47162/47434/514989/709543/1138151/58390	"""48460,47126,211194,47125,47163,47162,47434,514989,709543,1138151,58390,64161"""	FALSE	47126	64161	FALSE	10	FALSE	TRUE	58390	species	FALSE	64161	"""[48460, 47126, 211194, 47125, 47163, 47162, 47434, 514989, 709543, 1138151, 58390, 64161]"""	84606130	https://inaturalist-open-data.s3.amazonaws.com/photos/84606125/square.jpg	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/84606125/square.jpg	https://inaturalist-open-data.s3.amazonaws.com/photos/84606125/medium.jpg	8235	8235			http://en.wikipedia.org/wiki/Common_wheat	Plantae	Bread Wheat	"""[48460, 47126, 211194, 47125, 47163, 47162, 47434, 514989, 709543, 1138151, 58390, 64161]"""	[]	0	0	[]		https://www.inaturalist.org/observations/208863352	[]		Point	"""{'type': 'Point', 'coordinates': [7.5391198466, 47.5024361778]}"""	0	"""[47.5024361778, 7.5391198466]"""	[]	6687578	dbgi		497	0	0	497	324	497	[]	FALSE	[]	"""Therwil, Switzerland"""	[{'474384062': 64161}]	[]	"""[{'369584265': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369584265/square.jpg'}, {'369584269': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369584269/square.jpg'}, {'369584267': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369584267/square.jpg'}, {'369584279': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369584279/square.jpg'}, {'369584275': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369584275/square.jpg'}]"""	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/369584265/square.jpg					fibl_000074				conventional purely mineral fertilization	montalbano	M56	triticum aestivum	FALSE	FALSE	Triticum aestivum	ICN	1	triticum aestivum	[]	FALSE	FALSE	Triticum aestivum	31926	species	ott3.6draft1	"['Triticum aestivum subsp. aestivum', 'Triticum aestivum vulgare', 'Triticum amplissimum', 'Triticum aristatum', 'Triticum aristatum aestivum', 'Triticum cereale aestivum', 'Triticum estivum', 'Triticum hybernum', 'Triticum macha', 'Triticum sativum', 'Triticum sativum aestivum', 'Triticum sativum sinense', 'Triticum sativum vulgare', 'Triticum sphaerococcum', 'Triticum touzelle', 'Triticum vulgare', 'Triticum vulgare aestivum', 'Triticum vulgare aristatum', 'Triticum vulgare sativum']"	"['ncbi:4565', 'gbif:7541363', 'gbif:7795888', 'irmng:11133543']"	Triticum aestivum	31926	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Triticum	Triticum aestivum	Triticum aestivum	5268475	916750	99252	921871	508090	31937	31926		Eukaryota		life		Petrosaviidae	Pooideae				Triticinae			Triticeae		304358		805080		5308424	641464				5759322			693954	[]	species
202405171439_HC_fibl_000075_01_01.mzML	fibl_000075_01_01	sample	fibl_000075	Arion	classic_sample	all	TRUE	fibl_000075_01	dbgi_batch_000008	02e16881-9d19-4fce-8832-2c2e69d71031	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	be452590-24d3-4d6d-aa1b-96e4df34a89e	120	39dd8dbd-2d61-4fa5-8d4d-608fc494a58d	50.8	MeOH/H2O	1700	175a7812-6024-4708-b3db-93223c778fb3	95dfb05e-ebc9-47ea-80b7-b37f649d2361	Unknown	47.5023	7.53903								208863422	needs_id	792886fd-1d2c-49e3-8e8d-248f86985800	TRUE	ater-group Arion Slugs	FALSE	1	Europe/Zurich	Europe/Zurich		FALSE	TRUE	48460/1/47115/47114/551391/775797/775800/775812/47485/781349/781350/487049/47778/54582	"""48460,1,47115,47114,551391,775797,775800,775812,47485,781349,781350,487049,47778,54582,549548"""	FALSE	47115	549548	FALSE	15	FALSE	FALSE	54582	subgenus	FALSE	549548	"""[48460, 1, 47115, 47114, 551391, 775797, 775800, 775812, 47485, 781349, 781350, 487049, 47778, 54582, 549548]"""	106202560	https://inaturalist-open-data.s3.amazonaws.com/photos/106202560/square.jpeg	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/106202560/square.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/106202560/medium.jpeg	47051	47051			http://en.wikipedia.org/wiki/Arion_(gastropod)	Mollusca	ater-group Arion Slugs	"""[48460, 1, 47115, 47114, 551391, 775797, 775800, 775812, 47485, 781349, 781350, 487049, 47778, 54582, 549548]"""	[]	0	1	[]		https://www.inaturalist.org/observations/208863422	[]	47114	Point	"""{'type': 'Point', 'coordinates': [7.5390319865, 47.502302651]}"""	1	"""[47.502302651, 7.5390319865]"""	[]	6687578	dbgi		497	0	0	497	324	497	[]	TRUE	[]	"""Therwil, Switzerland"""	"""[{'474384299': 48460}, {'474531141': 47114}, {'474905260': 549548}]"""	[]	"""[{'369584410': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369584410/square.jpg'}, {'369584412': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369584412/square.jpg'}, {'369584414': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369584414/square.jpg'}, {'369584423': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369584423/square.jpg'}, {'369584427': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369584427/square.jpg'}]"""	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/369584410/square.jpg					fibl_000075				biodynamique	montalbano	D50	arion	FALSE	FALSE	Arion	ICZN	1	arion	[]	FALSE	FALSE	Arion	661122	genus	ott3.6draft1	"['Ario', 'Aroni', 'Baudonia', 'Carinella', 'Lochea', 'Macroarion', 'Microarion', 'Prolepis', 'Riyearon', 'Tetraspis']"	"['worms:818149', 'ncbi:6542', 'gbif:2294092', 'irmng:1420165']"	Arion	661122	Metazoa	Mollusca	Gastropoda	Stylommatophora	Arionidae	Arion		Arion	691846	802117	409995	844843	1025557	661122			Eukaryota	Pulmonata	life		Heterobranchia			Sigmurethra			Arionoidea				304358	2914936	805080		178260			329706			955837			[]	genus
202405171439_HC_fibl_000076_01_01.mzML	fibl_000076_01_01	sample	fibl_000076	Solanum tuberosum	classic_sample	leaves	TRUE	fibl_000076_01	dbgi_batch_000008	b9c72167-5c75-4e31-9a63-07c2c2cfb14c	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	05e0b079-1a5c-4e06-9967-d28b099e7278	120	2462a9cc-c5b8-4931-ac47-09967286ff34	50.3	MeOH/H2O	1700	175a7812-6024-4708-b3db-93223c778fb3	ec464f02-0e07-4655-afa7-c868264c606f	Solanum tuberosum	47.5022	7.53973								208863207	casual	4a41cb0f-5fbf-4a7d-a18c-aa4b7a59a3fb	FALSE	Potato	FALSE	1	Europe/Zurich	Europe/Zurich		TRUE	TRUE	48460/47126/211194/47125/47124/48515/48516/634936/634950/50641	"""48460,47126,211194,47125,47124,48515,48516,634936,634950,50641,53858"""	FALSE	47126	53858	FALSE	10	TRUE	FALSE	50641	species	FALSE	53858	"""[48460, 47126, 211194, 47125, 47124, 48515, 48516, 634936, 634950, 50641, 53858]"""	171954180	https://inaturalist-open-data.s3.amazonaws.com/photos/171954168/square.jpeg	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/171954168/square.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/171954168/medium.jpeg	8159	8159			http://en.wikipedia.org/wiki/Potato	Plantae	potato	"""[48460, 47126, 211194, 47125, 47124, 48515, 48516, 634936, 634950, 50641, 53858]"""	[]	0	0	[]		https://www.inaturalist.org/observations/208863207	[]		Point	"""{'type': 'Point', 'coordinates': [7.5397346318, 47.5021960369]}"""	0	"""[47.5021960369, 7.5397346318]"""	[]	6687578	dbgi		497	0	0	497	324	497	[]	FALSE	[]	"""Therwil, Switzerland"""	[{'474383560': 53858}]	[]	"""[{'369583955': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583955/square.jpg'}, {'369583957': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583957/square.jpg'}, {'369583959': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583959/square.jpg'}, {'369583967': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583967/square.jpg'}, {'369583968': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583968/square.jpg'}]"""	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/369583955/square.jpg					fibl_000076				conventional purely mineral fertilization	montalbano	M6	solanum tuberosum	FALSE	FALSE	Solanum tuberosum	ICN	1	solanum tuberosum	['sibling_higher']	FALSE	FALSE	Solanum tuberosum	494835	species	ott3.6draft1	"['Solanum chocclo', 'Solanum multijugum', 'Solanum tuberosum subsp. tuberosum']"	"['ncbi:4113', 'gbif:2930262', 'irmng:10202886']"	Solanum tuberosum	494835	Archaeplastida	Streptophyta	Magnoliopsida	Solanales	Solanaceae	Solanum	Solanum tuberosum	Solanum tuberosum	5268475	916750	99252	1050255	473827	1020645	494835		Eukaryota		life			Solanoideae							Solaneae		304358		805080			13867							1061420	['sibling_higher']	species
202405171439_HC_fibl_000077_01_01.mzML	fibl_000077_01_01	sample	fibl_000077	Life	classic_sample	all	TRUE	fibl_000077_01	dbgi_batch_000010	c48f9bde-4e02-4dec-a84a-b01116ca208f	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	01945d92-2fa5-48e0-ad0e-9b767fef6849	120	732e6b40-5cfc-43a2-8d31-c5ea52e94051	48.1	MeOH/H2O	1700	175a7812-6024-4708-b3db-93223c778fb3	d269563a-42da-4d6e-8161-02e156e97138	Unknown	47.50241	7.53909								208861987	needs_id	7ac32a3e-f9af-4ca4-9eb6-5bfe6c623bd2	FALSE	Life	FALSE	1	Europe/Zurich	Europe/Zurich		FALSE	TRUE		48460	FALSE		48460	FALSE	100	FALSE	FALSE		stateofmatter	FALSE	48460	[48460]	5011941	https://static.inaturalist.org/photos/5011941/square.jpg	[]	https://static.inaturalist.org/photos/5011941/square.jpg	https://static.inaturalist.org/photos/5011941/medium.jpg	202714680	202714680			http://en.wikipedia.org/wiki/Life		life	[48460]	[]	0	0	[]		https://www.inaturalist.org/observations/208861987	[]		Point	"""{'type': 'Point', 'coordinates': [7.5390859301, 47.502413324]}"""	0	"""[47.502413324, 7.5390859301]"""	[]	6687578	dbgi		497	0	0	497	324	497	[]	FALSE	[]	"""Therwil, Switzerland"""	[{'474378630': 48460}]	[]	"""[{'369581373': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369581373/square.jpg'}, {'369581374': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369581374/square.jpg'}, {'369581376': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369581376/square.jpg'}, {'369581391': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369581391/square.jpg'}, {'369581389': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369581389/square.jpg'}, {'369581392': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369581392/square.jpg'}]"""	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/369581373/square.jpg					fibl_000077		phylum		conventional purely mineral fertilization	montalbano	M56	life	FALSE	FALSE	life	undefined	1	life	[]	FALSE	FALSE	life	805080	no rank	ott3.6draft1	['all']	"['silva:0', 'ncbi:1', 'gbif:0', 'irmng:0']"	life																																														
202405171439_HC_fibl_000078_01_01.mzML	fibl_000078_01_01	sample	fibl_000078	Life	classic_sample	all	TRUE	fibl_000078_01	dbgi_batch_000010	7bf85924-5b57-42d7-a079-2d0a10a800cd	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	c72ed75e-df6e-47e5-b949-a7160786f571	120	d2cd6d14-eac3-4aac-9e98-bb557940fb4a	31.4	MeOH/H2O	1500	175a7812-6024-4708-b3db-93223c778fb3	5b29789c-5592-4065-adaf-5a0e8524c6c7	Unknown	47.50293	7.53846								208862052	needs_id	91d32d35-daf2-4d94-b739-a332e340d60c	FALSE	Life	FALSE	1	Europe/Zurich	Europe/Zurich		FALSE	TRUE		48460	FALSE		48460	FALSE	100	FALSE	FALSE		stateofmatter	FALSE	48460	[48460]	5011941	https://static.inaturalist.org/photos/5011941/square.jpg	[]	https://static.inaturalist.org/photos/5011941/square.jpg	https://static.inaturalist.org/photos/5011941/medium.jpg	202714680	202714680			http://en.wikipedia.org/wiki/Life		life	[48460]	[]	0	0	[]		https://www.inaturalist.org/observations/208862052	[]		Point	"""{'type': 'Point', 'coordinates': [7.5384589847, 47.5029263656]}"""	0	"""[47.5029263656, 7.5384589847]"""	[]	6687578	dbgi		497	0	0	497	324	497	[]	FALSE	[]	"""Therwil, Switzerland"""	[{'474378839': 48460}]	[]	"""[{'369581541': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369581541/square.jpg'}, {'369581542': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369581542/square.jpg'}, {'369581543': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369581543/square.jpg'}, {'369581560': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369581560/square.jpg'}, {'369581562': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369581562/square.jpg'}]"""	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/369581541/square.jpg					fibl_000078		phylum		biodynamique	montalbano	D90	life	FALSE	FALSE	life	undefined	1	life	[]	FALSE	FALSE	life	805080	no rank	ott3.6draft1	['all']	"['silva:0', 'ncbi:1', 'gbif:0', 'irmng:0']"	life																																														
202405171439_HC_fibl_000079_01_01.mzML	fibl_000079_01_01	sample	fibl_000079	Cynara	classic_sample	leaves	TRUE	fibl_000079_01	dbgi_batch_000008	620970c3-cc10-4ee6-8016-f1cbb28c9b1e	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	59371ec9-a028-49ce-8ed3-1eea42f0eceb	120	1dec69ac-0091-4da8-beb9-73a0e77b5782	51.5	MeOH/H2O	1700	175a7812-6024-4708-b3db-93223c778fb3	2210ddcb-2287-4f25-b0f7-f80960e9752e	Cynara	47.50295	7.53842								208862873	casual	13b00a5e-edd0-44a6-b8fc-621cbfc193aa	FALSE	Cynara	FALSE	1	Europe/Zurich	Europe/Zurich		TRUE	TRUE	48460/47126/211194/47125/47124/47605/47604/201654/632883/632885	"""48460,47126,211194,47125,47124,47605,47604,201654,632883,632885,57564"""	FALSE	47126	57564	FALSE	20	FALSE	FALSE	632885	genus	FALSE	57564	"""[48460, 47126, 211194, 47125, 47124, 47605, 47604, 201654, 632883, 632885, 57564]"""	357198700	https://inaturalist-open-data.s3.amazonaws.com/photos/357198685/square.jpeg	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/357198685/square.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/357198685/medium.jpeg	15414	15414			http://en.wikipedia.org/wiki/Cynara	Plantae		"""[48460, 47126, 211194, 47125, 47124, 47605, 47604, 201654, 632883, 632885, 57564]"""	[]	0	0	[]		https://www.inaturalist.org/observations/208862873	[]		Point	"""{'type': 'Point', 'coordinates': [7.5384241591, 47.5029481475]}"""	0	"""[47.5029481475, 7.5384241591]"""	[]	6687578	dbgi		497	0	0	497	324	497	[]	FALSE	[]	"""Therwil, Switzerland"""	[{'474382200': 57564}]	[]	"""[{'369583172': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583172/square.jpg'}, {'369583173': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583173/square.jpg'}, {'369583175': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583175/square.jpg'}, {'369583183': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583183/square.jpg'}, {'369583185': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583185/square.jpg'}]"""	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/369583172/square.jpg					fibl_000079				biodynamique	montalbano	D90	cynara	FALSE	FALSE	Cynara	ICN	1	cynara	[]	FALSE	FALSE	Cynara	991883	genus	ott3.6draft1	"['Arcyna', 'Bourgaea', 'Cynaropsis']"	"['ncbi:4264', 'gbif:3112344', 'irmng:1311602', 'irmng:1353035', 'irmng:1368560']"	Cynara	991883	Archaeplastida	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cynara		Cynara	5268475	916750	99252	1042120	46248	991883			Eukaryota		life			Carduoideae				Carduinae		campanulids	Cardueae		304358		805080			527107				627940		596121	557760	[]	genus
202405171439_HC_fibl_000080_01_01.mzML	fibl_000080_01_01	sample	fibl_000080	Poa annua	classic_sample	all	TRUE	fibl_000080_01	dbgi_batch_000008	18465b35-5dbe-43b1-95c6-9e3b26c66247	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	d4cc61d6-3c23-4dd4-9b65-700c256d838d	120	dc19b081-2876-4313-aabd-fa2898f23b60	51.3	MeOH/H2O	1700	175a7812-6024-4708-b3db-93223c778fb3	66541976-d7e8-4ccd-8247-1a67364e1994	Poaceae	47.50245	7.53909								208863097	needs_id	7f875ea7-0774-4b7b-a638-c0b3bfe4f774	TRUE	Annual Meadow-grass	FALSE	1	Europe/Zurich	Europe/Zurich		FALSE	TRUE	48460/47126/211194/47125/47163/47162/47434/514989/552962/1138145/52809/1444412	"""48460,47126,211194,47125,47163,47162,47434,514989,552962,1138145,52809,1444412,52808"""	FALSE	47126	52808	FALSE	10	FALSE	TRUE	1444412	species	FALSE	52808	"""[48460, 47126, 211194, 47125, 47163, 47162, 47434, 514989, 552962, 1138145, 52809, 1444412, 52808]"""	119472990	https://inaturalist-open-data.s3.amazonaws.com/photos/119472992/square.jpeg	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/119472992/square.jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/119472992/medium.jpeg	25177	25177			http://en.wikipedia.org/wiki/Poa_annua	Plantae	Annual Meadow-grass	"""[48460, 47126, 211194, 47125, 47163, 47162, 47434, 514989, 552962, 1138145, 52809, 1444412, 52808]"""	[]	0	1	[]		https://www.inaturalist.org/observations/208863097	[]	47434	Point	"""{'type': 'Point', 'coordinates': [7.539085967, 47.5024540084]}"""	1	"""[47.5024540084, 7.539085967]"""	[]	6687578	dbgi		497	0	0	497	324	497	[]	TRUE	[]	"""Therwil, Switzerland"""	"""[{'474383150': 47434}, {'475248937': 52808}]"""	[]	"""[{'369583654': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583654/square.jpg'}, {'369583655': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583655/square.jpg'}, {'369583657': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583657/square.jpg'}, {'369583668': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583668/square.jpg'}, {'369583669': 'https://inaturalist-open-data.s3.amazonaws.com/photos/369583669/square.jpg'}]"""	[]	https://inaturalist-open-data.s3.amazonaws.com/photos/369583654/square.jpg					fibl_000080				conventional purely mineral fertilization	montalbano	M56	poa annua	FALSE	FALSE	Poa annua	ICN	1	poa annua	['sibling_higher']	FALSE	FALSE	Poa annua	510850	species	ott3.6draft1	"['Aira pumila', 'Catabrosa pumila', 'Festuca tenuiculmis', 'Ochlopoa annua', 'Ochlopoa annua notabilis', 'Ochlopoa annua pilantha', 'Ochlopoa annua raniglumis', 'Ochlopoa raniglumis', 'Poa aestivalis', 'Poa algida', 'Poa annua aquatica', 'Poa annua crispa', 'Poa annua erecta', 'Poa annua eriolepis', 'Poa annua notabilis', 'Poa annua ovalis', 'Poa annua pilantha', 'Poa annua purpurea', 'Poa annua raniglumis', 'Poa annua reptans', 'Poa annua rigidiuscula', 'Poa annua rubra', 'Poa annua sericea', 'Poa annua vivipara', 'Poa bipollicaris', 'Poa hansiana', 'Poa hohenackeri', 'Poa humilis', 'Poa meyenii', 'Poa ovalis', 'Poa portalii', 'Poa puberula', 'Poa trivialis hohenackeri', 'Poa variegata']"	"['ncbi:93036', 'worms:993880', 'gbif:2704179', 'irmng:10589082']"	Poa annua	510850	Archaeplastida	Streptophyta	Magnoliopsida	Poales	Poaceae	Poa	Poa annua	Poa annua	5268475	916750	99252	921871	508090	985636	510850		Eukaryota		life		Petrosaviidae	Pooideae				Poinae			Poeae		304358		805080		5308424	641464				837414			415737	['sibling_higher']	species
202405171439_HC_fibl_000081_01_01.mzML	fibl_000081_01_01	sample	fibl_000081	ND	20x20	all	FALSE	fibl_000081_01	dbgi_batch_000011	074e4016-cfde-4cf1-815c-f62052cba2a7	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	5ee98ca9-579a-4b4a-8808-137faabca310	120	b2d409f9-cd2d-4427-9555-90833e32ea36		20x20 MeOH/H2O	1700	175a7812-6024-4708-b3db-93223c778fb3	e63d7e03-a897-4eb1-9c26-9d1c66d1d375	Mixte	47.5023	7.53975																																																																																						biodynamique	montalbano	D12																																																															
202405171439_HC_fibl_000083_02_01.mzML	fibl_000083_02_01	sample	fibl_000083	ND	berlese_specimens	all	FALSE	fibl_000083_02	dbgi_batch_000010	e9aae492-b8c0-43c7-8fe7-703902bc71b0	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	59512064-7406-48b0-8701-31ab840fbec6	120	e3002eef-32c6-4aa3-9849-e2e7d12396a7	50	MeOH/H2O	500	175a7812-6024-4708-b3db-93223c778fb3	8ce02f6c-5a4a-4f5f-99aa-008f7ff61154	Mixte	47.50229	7.53976																																																																																						biodynamique	montalbano	D12																																																															
202405171439_HC_fibl_000083_03_01.mzML	fibl_000083_03_01	sample	fibl_000083	ND	berlese_EtOH	ND	FALSE	fibl_000083_03	dbgi_batch_000009	9183a138-44f7-4178-a824-28d0f3695be8	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	54121817-39a7-4701-9ac2-4d4027fff554	120	82e8ca63-a543-4e11-82dd-70fb898f4899	50	Ethanol from berlese	1500	175a7812-6024-4708-b3db-93223c778fb3	8ce02f6c-5a4a-4f5f-99aa-008f7ff61154	Mixte	47.50229	7.53976																																																																																						biodynamique	montalbano	D12																																																															
202405171439_HC_fibl_000084_01_01.mzML	fibl_000084_01_01	sample	fibl_000084	ND	20x20	all	FALSE	fibl_000084_01	dbgi_batch_000011	f2fb4314-6a72-479f-98ec-a360d60e136b	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	fc2c3ecc-0f58-48c0-b260-55049ff6c648	120	2570e9ba-edd0-46b2-a13d-5fc5ae9357e0		20x20 MeOH/H2O	1700	175a7812-6024-4708-b3db-93223c778fb3	b679f7d6-3a43-46dd-b28c-51409829562a	Mixte	47.50215	7.53972																																																																																						conventional purely mineral fertilization	montalbano	M6																																																															
202405171439_HC_fibl_000085_02_01.mzML	fibl_000085_02_01	sample	fibl_000085	ND	berlese_specimens	all	FALSE	fibl_000085_02	dbgi_batch_000010	924879f5-d5bc-4983-b34c-6c5f496acaa1	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	bcab6ef3-5fce-4ec0-946e-7c6f15a69d74	120	8a2f2f30-16d4-433e-863b-1f5888b037ac	50	MeOH/H2O	500	175a7812-6024-4708-b3db-93223c778fb3	d3a3015b-5fc3-4e47-8d26-6956147cb92c	Mixte	47.50215	7.53972																																																																																						conventional purely mineral fertilization	montalbano	M6																																																															
202405171439_HC_fibl_000085_03_01.mzML	fibl_000085_03_01	sample	fibl_000085	ND	berlese_EtOH	ND	FALSE	fibl_000085_03	dbgi_batch_000009	d94888fa-5b23-48ca-aa0d-5255c70ba200	2	100mm_C18_15min_DDA_ELON_pos	ms_000001	7b825e56-53d3-45bd-83aa-fefc2c0e809c	120	74ecf7e5-aecb-4e14-9649-126304e5f505	50	Ethanol from berlese	1500	175a7812-6024-4708-b3db-93223c778fb3	d3a3015b-5fc3-4e47-8d26-6956147cb92c	Mixte	47.50215	7.53972																																																																																						conventional purely mineral fertilization	montalbano	M6																																																															
